Time,Lat,Long,TTFF,Count,Commands,TxTries,ONT,I,V,Temperature,CTTemp,CTCond,O2Con,O2Air,O2Temp,AirPressure,AirTemp,WindDirection,WindSpeed,WindGust,Heading,AirFix,
2019-12-14 11:30:00,54.02955,-50.01423,13,0,0,1,230,0.02,13.3,5,6.588,34.19,274.4,90,6.63,998.2,-3.8,275,10,15,360,1,
2019-12-14 12:30:00,54.0339,-49.99854,41,2,0,1,260,0.02,13.3,5,6.579,34.19,272,89.5,6.62,1002.7,-4,310,10,14,20,1,
2019-12-14 13:30:00,54.03711,-49.98318,12,4,0,1,210,0.02,13.4,5,6.607,34.14,271,89,6.64,998.7,-3.8,175,27,44,343,1,
2019-12-14 14:30:00,54.0402,-49.96827,12,6,0,1,240,0.02,13.7,5,6.626,33.75,272.5,89.5,6.64,997.2,-4.4,255,19,25,8,1,
2019-12-14 15:30:00,54.04161,-49.95207,12,8,0,1,270,0.02,13.9,5,6.557,34.2,270.8,89,6.61,996.4,-4,335,9,23,356,1,
2019-12-14 16:30:00,54.04287,-49.93284,14,10,0,2,230,0.02,14,5,6.508,33.72,273.2,89.5,6.54,996.7,-4.2,275,7,13,2,1,
2019-12-14 17:30:00,54.04326,-49.9155,13,12,0,1,210,0.02,13.9,5,6.409,34.06,272.7,89,6.44,995.9,-4.7,250,5,10,7,1,
2019-12-14 18:30:00,54.04077,-49.89894,12,14,0,1,230,0.02,13.8,4,6.393,34.04,271.1,88.5,6.42,996.5,-4.4,285,8,10,358,1,
2019-12-14 19:30:00,54.0387,-49.8834,13,16,0,1,140,0.02,13.7,4,6.416,34.07,270.8,88.5,6.44,995.4,-4.4,285,7,12,10,1,
2019-12-14 20:30:00,54.0363,-49.87065,13,18,0,1,240,0.02,13.6,4,6.418,34.07,269.3,88,6.44,998.4,-4,270,6,12,8,1,
2019-12-14 21:30:00,54.03429,-49.85886,12,20,0,1,230,0.02,13.5,5,6.357,33.97,268.6,88,6.38,998.4,-4,315,13,18,10,1,
2019-12-14 22:30:00,54.0306,-49.84887,13,22,0,1,210,0.02,13.4,5,6.298,33.7,270.6,88.5,6.33,999.8,-4,290,8,12,17,1,
2019-12-14 23:30:00,54.0273,-49.83903,12,24,0,1,210,0.02,13.4,4,6.183,33.82,270.9,88,6.2,1005.8,-4.1,290,13,18,338,1,
2019-12-15 00:30:00,54.0234,-49.83054,12,26,0,1,290,0.022,13.4,5,6.103,33.74,270.8,88,6.13,1006.5,-4.1,225,5,7,355,1,
2019-12-15 01:30:00,54.01998,-49.82322,15,28,0,1,180,0.02,13.3,5,5.995,33.63,271.6,88,6.01,1004.4,-4,35,10,16,6,1,
2019-12-15 02:30:00,54.01608,-49.81641,12,30,0,1,230,0.022,13.3,4,5.829,33.47,271.5,87.5,5.85,1005.3,-4.2,280,7,14,335,1,
2019-12-15 03:30:00,54.01215,-49.8111,12,32,0,1,260,0.02,13.3,4,5.729,33.36,272.6,88,5.75,1004.6,-4.5,310,8,11,326,1,
2019-12-15 04:30:00,54.00645,-49.80651,13,34,0,1,230,0.022,13.3,4,5.695,33.33,273,88,5.72,1004.3,-4.5,320,7,10,4,1,
2019-12-15 05:30:00,53.99964,-49.80444,12,36,0,1,270,0.02,13.3,4,5.618,33.26,273.7,88,5.64,1004.2,-4.5,335,6,9,25,1,
2019-12-15 06:30:00,53.99454,-49.80579,12,38,0,1,200,0.02,13.3,3,5.592,33.25,274.4,88,5.6,1003.4,-4.3,320,6,9,327,1,
2019-12-15 07:30:00,53.99208,-49.80786,12,40,0,1,180,0.022,13.3,3,5.61,33.25,273.8,88,5.63,1004.4,-4.2,265,5,8,294,1,
2019-12-15 08:30:00,53.99166,-49.81014,12,42,0,1,210,0.02,13.3,4,5.67,33.32,273.4,88,5.69,1005.5,-4.3,250,2,3,313,1,
2019-12-15 09:30:00,53.99229,-49.81407,12,44,0,1,230,0.02,13.3,4,5.668,33.33,273,88,5.7,1004.4,-4.2,215,2,4,215,1,
2019-12-15 10:30:00,53.99304,-49.81719,41,46,0,1,240,0.02,13.3,4,5.671,33.33,273,88,5.7,1005.7,-4,225,2,3,243,1,
2019-12-15 11:30:00,53.99268,-49.82232,12,48,0,1,240,0.02,13.3,3,5.708,33.38,272.3,87.5,5.73,1007.3,-3.6,160,6,9,229,1,
2019-12-15 12:30:00,53.99157,-49.82904,12,50,0,1,240,0.022,13.3,4,5.611,33.26,273.5,88,5.63,1009.9,-3.2,100,5,7,195,1,
2019-12-15 13:30:00,53.98857,-49.83954,12,52,0,1,200,0.02,13.4,4,5.618,33.25,274.1,88,5.63,1011.5,-2.5,95,6,7,200,1,
2019-12-15 14:30:00,53.98521,-49.85313,12,54,0,1,230,0.02,13.5,4,5.668,33.28,273.3,88,5.69,1014,-1.6,120,11,13,189,1,
2019-12-15 15:30:00,53.98305,-49.86732,18,56,0,1,360,0.02,13.6,4,5.781,33.31,272.9,88,5.8,1016.8,-0.7,110,10,12,209,1,
2019-12-15 16:30:00,53.98389,-49.88415,12,58,0,1,240,0.02,14.1,4,5.924,33.47,271.5,88,5.96,1012.7,-0.7,115,13,15,177,1,
2019-12-15 17:30:00,53.98572,-49.90407,13,0,0,2,210,0.02,13.9,5,5.944,33.58,273.5,88.5,5.97,1012.9,-0.3,100,13,19,188,1,
2019-12-15 18:30:00,53.99022,-49.92693,11,2,0,1,230,0.02,13.8,5,5.963,33.52,273.7,88.5,5.97,1011.5,0.3,100,15,19,186,1,
2019-12-15 19:30:00,53.99823,-49.95183,42,4,0,1,270,0.02,13.6,6,6.379,33.84,271.6,89,6.39,1005.3,0.6,105,15,19,181,1,
2019-12-15 20:30:00,54.00846,-49.97817,12,6,0,2,240,0.02,13.5,6,6.463,33.97,271.6,89,6.49,1004,1.1,100,16,20,179,1,
2019-12-15 21:30:00,54.02115,-50.00241,12,8,0,1,290,0.02,13.4,6,6.459,33.55,271.5,89,6.48,1002,1.3,105,17,21,176,1,
2019-12-15 22:30:00,54.03558,-50.02635,13,10,0,1,240,0.02,13.4,6,6.451,34.1,272,89,6.47,998.4,1.7,110,17,22,185,1,
2019-12-15 23:30:00,54.05346,-50.04639,14,12,0,1,230,0.02,13.3,6,6.461,33.64,271.5,89,6.49,996.4,1.8,110,15,18,196,1,
2019-12-16 00:30:00,54.07089,-50.06427,12,14,0,1,210,0.022,13.3,6,6.427,30.36,274.2,89.5,6.44,996,2.2,110,18,24,189,1,
2019-12-16 01:30:00,54.0888,-50.08053,12,16,0,1,240,0.02,13.3,6,6.311,33.68,274.2,89.5,6.33,990.3,2.7,115,15,19,190,1,
2019-12-16 02:30:00,54.10614,-50.09715,41,18,0,1,270,0.022,13.3,7,6.142,33.45,276,89.5,6.16,987,3.1,115,12,18,175,1,
2019-12-16 03:30:00,54.12507,-50.11053,12,20,0,1,210,0.02,13.3,6,6.029,33.45,277.6,90,6.04,986.8,2.9,120,17,20,181,1,
2019-12-16 04:30:00,54.14253,-50.12589,12,22,0,1,270,0.02,13.3,6,5.842,32.64,279.7,90.5,5.85,980.9,3,30,17,20,174,1,
2019-12-16 05:30:00,54.1611,-50.14332,41,24,0,1,260,0.02,13.3,6,5.119,32.14,286.4,91,5.15,977.9,3,100,17,21,180,1,
2019-12-16 06:30:00,54.1797,-50.16108,13,26,0,1,290,0.022,13.3,6,4.637,32.1,290.1,91,4.65,975.8,3.1,110,16,19,186,1,
2019-12-16 07:30:00,54.19767,-50.17452,12,28,0,1,230,0.022,13.3,5,4.419,32.08,290.6,90.5,4.43,979.1,3.8,125,11,12,186,1,
2019-12-16 08:30:00,54.21468,-50.17593,12,30,0,1,260,0.022,13.3,5,4.41,32.06,290.7,90.5,4.42,972.3,2.9,195,8,10,263,1,
2019-12-16 09:30:00,54.22938,-50.16138,12,32,0,1,270,0.02,13.3,5,4.421,32.08,290.3,90.5,4.43,970.1,2.1,215,7,10,311,1,
2019-12-16 10:30:00,54.24456,-50.1414,41,34,0,1,320,0.02,13.3,5,4.417,32.06,290.5,90.5,4.43,968.4,1.7,215,8,10,209,1,
2019-12-16 11:30:00,54.26022,-50.12214,12,36,0,1,210,0.022,13.2,5,4.47,31.96,290.8,91,4.48,965.4,0.9,220,11,14,307,1,
2019-12-16 12:30:00,54.27519,-50.10261,12,38,0,1,230,0.022,13.3,4,4.564,32.22,289.4,90.5,4.57,964.6,0.5,220,10,14,307,1,
2019-12-16 13:30:00,54.2904,-50.08431,12,40,0,1,230,0.022,13.4,5,4.656,32.31,288.6,90.5,4.66,964.8,0.8,225,7,10,304,1,
2019-12-16 14:30:00,54.30378,-50.06688,14,42,0,1,350,0.022,13.5,4,4.701,32.36,288.5,90.5,4.71,966.8,0.4,220,11,14,284,1,
2019-12-16 15:30:00,54.31566,-50.04966,14,44,0,1,230,0.02,13.6,5,4.897,32.45,286.6,90.5,4.92,963.1,0.1,235,9,12,306,1,
2019-12-16 16:30:00,54.32547,-50.03361,15,46,0,1,260,0.02,14,4,5.042,32.68,285,90,5.06,962.9,0,245,7,10,295,1,
2019-12-16 17:30:00,54.33462,-50.02164,11,48,0,1,210,0.02,14,4,5.346,32.98,282,90,5.36,962,-0.2,255,4,7,316,1,
2019-12-16 18:30:00,54.34425,-50.01273,12,50,0,1,210,0.02,14.1,5,5.416,33,281.1,90,5.43,960.2,-0.3,225,3,6,310,1,
2019-12-16 19:30:00,54.35487,-50.00538,12,52,0,1,260,0.02,13.9,4,5.446,33.09,280.8,90,5.46,958.7,-0.5,250,7,10,307,1,
2019-12-16 20:30:00,54.36705,-49.99782,11,54,0,1,350,0.02,13.7,4,5.409,33.05,280.8,89.5,5.42,961.2,-0.4,225,5,8,294,1,
2019-12-16 21:30:00,54.37986,-49.99314,11,56,0,1,210,0.02,13.5,5,5.398,33.04,280.8,89.5,5.42,959.4,-0.6,230,6,9,262,1,
2019-12-16 22:30:00,54.39315,-49.98837,13,58,0,1,260,0.022,13.4,4,5.37,33.02,281.3,90,5.39,962.1,-0.6,190,5,8,272,1,
2019-12-16 23:30:00,54.40692,-49.9845,12,0,0,1,240,0.02,13.4,4,5.382,33.05,280.7,89.5,5.4,960,-0.4,195,6,8,286,1,
2019-12-17 00:30:00,54.4218,-49.98138,41,2,0,1,260,0.02,13.4,5,5.331,32.97,281.4,89.5,5.35,958,-1,185,6,7,271,1,
2019-12-17 01:30:00,54.43644,-49.97547,15,4,0,1,350,0.022,13.3,4,5.253,32.9,282,90,5.27,960.2,-0.9,0,5,5,243,0,
2019-12-17 02:30:00,54.45066,-49.9665,12,6,0,1,230,0.022,13.3,4,5.129,32.78,283.2,90,5.14,955.7,-0.8,165,5,8,196,1,
2019-12-17 03:30:00,54.46434,-49.9575,12,8,0,1,240,0.022,13.3,4,4.949,32.52,284.7,90,4.95,959.5,-0.7,150,7,10,217,1,
2019-12-17 04:30:00,54.47619,-49.94721,12,10,0,1,270,0.02,13.3,4,4.61,32.26,287.4,90,4.63,960,-1,175,6,9,235,1,
2019-12-17 05:30:00,54.48636,-49.93692,11,12,0,1,230,0.022,13.3,4,4.508,32.15,288.5,90,4.52,957.8,-0.9,155,4,7,141,1,
2019-12-17 06:30:00,54.49377,-49.93041,12,14,0,1,240,0.02,13.3,4,4.478,32.14,288.7,90,4.49,959.6,-0.4,150,5,8,217,1,
2019-12-17 07:30:00,54.49983,-49.93056,41,16,0,1,260,0.02,13.3,4,4.517,32.18,288.2,90,4.54,959.8,-0.6,145,6,9,235,1,
2019-12-17 08:30:00,54.50712,-49.93488,12,18,0,1,210,0.02,13.3,4,4.566,32.23,288,90,4.57,961.4,-0.5,255,4,7,250,1,
2019-12-17 09:30:00,54.51486,-49.94232,41,20,0,1,210,0.022,13.3,4,4.572,32.23,287.9,90,4.59,959.2,-0.3,125,5,8,229,1,
2019-12-17 10:30:00,54.5217,-49.95096,11,22,0,1,210,0.022,13.3,4,4.623,32.28,287.4,90,4.64,961.6,0.2,115,3,5,168,1,
2019-12-17 11:30:00,54.52842,-49.9626,12,24,0,1,230,0.02,13.3,3,4.723,32.38,286.5,90,4.73,964,0.4,120,4,5,178,1,
2019-12-17 12:30:00,54.53595,-49.97361,12,26,0,1,230,0.02,13.4,4,5.067,32.74,283.5,90,5.07,964.1,0.7,105,4,7,162,1,
2019-12-17 13:30:00,54.54291,-49.98354,12,28,0,1,210,0.02,13.6,4,5.406,33.1,280.1,89.5,5.39,968.7,2.5,85,3,5,176,1,
2019-12-17 14:30:00,54.54801,-49.99317,12,30,0,1,290,0.02,13.8,4,5.169,32.83,281.3,89.5,5.23,969.3,1.6,55,6,7,136,1,
2019-12-17 15:30:00,54.55086,-50.00187,12,32,0,1,250,0.02,14,5,4.999,32.64,284.2,90,5.01,970.3,1.4,60,6,7,127,1,
2019-12-17 16:30:00,54.55176,-50.00397,59,34,0,1,270,0.02,13.9,5,5.171,32.82,282.4,89.5,5.19,970,1.6,35,6,9,105,1,
2019-12-17 17:30:00,54.55044,-50.00454,12,36,0,1,230,0.02,13.9,5,5.101,32.75,283,90,5.13,967,1,25,7,10,112,1,
2019-12-17 18:30:00,54.54858,-50.00484,16,38,0,1,240,0.02,13.9,5,4.703,32.35,287.1,90,4.71,967.9,1.1,10,7,10,83,1,
2019-12-17 19:30:00,54.54711,-50.00397,12,40,0,1,300,0.02,13.7,4,4.658,32.31,287.7,90.5,4.67,968.5,1.3,10,7,10,55,1,
2019-12-17 20:30:00,54.54492,-50.00202,12,42,0,1,230,0.02,13.6,4,4.786,32.42,286.5,90,4.8,966,1,5,7,9,73,1,
2019-12-17 21:30:00,54.54279,-50.00226,12,44,0,1,270,0.02,13.5,4,4.839,32.48,286.1,90,4.85,969.9,1.9,65,7,10,143,1,
2019-12-17 22:30:00,54.54195,-50.01513,14,46,0,1,240,0.02,13.4,5,4.835,32.49,286.2,90,4.85,969.5,2.2,60,5,9,143,1,
2019-12-17 23:30:00,54.54114,-50.03142,13,48,0,1,190,0.022,13.4,5,4.768,32.41,286.6,90,4.78,970.1,2.1,55,8,10,124,1,
2019-12-18 00:30:00,54.54276,-50.05032,11,50,0,2,290,0.02,13.4,5,4.581,32.16,288,90,4.59,971.7,2.1,55,9,11,125,1,
2019-12-18 01:30:00,54.54528,-50.06748,13,52,0,1,230,0.022,13.3,5,4.601,32.24,288.5,90.5,4.61,969.1,2.1,55,9,12,127,1,
2019-12-18 02:30:00,54.54777,-50.08419,41,54,0,1,260,0.02,13.3,5,4.593,32.16,289.3,90.5,4.6,970.8,2.2,45,11,15,142,1,
2019-12-18 03:30:00,54.5496,-50.10156,12,56,0,1,230,0.02,13.3,5,4.577,32.14,289.2,90.5,4.59,971.5,2.3,55,11,14,126,1,
2019-12-18 04:30:00,54.54954,-50.11884,12,58,0,1,260,0.022,13.3,5,4.653,32.31,289.2,90.5,4.66,973.1,2.7,60,11,13,128,1,
2019-12-18 05:30:00,54.54834,-50.13372,41,0,0,1,290,0.02,13.3,5,4.823,32.29,288.4,91,4.83,972.9,2.6,60,10,13,130,1,
2019-12-18 06:30:00,54.5472,-50.15022,13,2,0,1,260,0.022,13.3,5,4.875,32.46,288.1,91,4.89,973.1,2.7,65,12,15,138,1,
2019-12-18 07:30:00,54.54639,-50.16915,15,4,0,1,230,0.022,13.3,5,5.017,32.56,285.3,90.5,5.03,972.3,2.6,70,12,15,131,1,
2019-12-18 08:30:00,54.54681,-50.18916,12,6,0,1,230,0.02,13.3,5,4.875,32.42,287.9,91,4.89,972.6,2.6,75,15,20,133,1,
2019-12-18 09:30:00,54.54744,-50.2104,12,8,0,1,240,0.022,13.3,5,4.71,32.24,289,91,4.72,974.2,2.7,80,11,17,139,1,
2019-12-18 10:30:00,54.54858,-50.23071,13,10,0,1,240,0.022,13.3,5,4.977,32.08,286.6,90.5,4.99,971.8,2.8,80,14,17,144,1,
2019-12-18 11:30:00,54.55002,-50.25288,12,12,0,1,230,0.022,13.3,5,5.139,32.42,286.1,91,5.15,973.5,2.5,70,15,20,144,1,
2019-12-18 12:30:00,54.55398,-50.27508,12,14,0,1,230,0.02,13.3,5,4.946,32.59,288.9,91.5,4.96,974.6,2.6,70,12,17,143,1,
2019-12-18 13:30:00,54.55899,-50.29596,12,16,0,1,290,0.02,13.4,5,4.723,32.36,289.9,91,4.74,976.2,2.4,65,13,17,162,1,
2019-12-18 14:30:00,54.56385,-50.31522,12,18,0,1,210,0.02,13.8,5,4.508,32.09,291.1,91,4.52,972.7,2.6,75,12,16,155,1,
2019-12-18 15:30:00,54.56784,-50.33475,12,20,0,1,330,0.02,13.8,5,4.286,31.55,292.7,91,4.3,974.1,1.9,80,12,15,153,1,
2019-12-18 16:30:00,54.57093,-50.35269,41,22,0,1,260,0.02,14,5,4.135,31.86,294.2,91,4.15,971.5,1.6,60,12,15,118,1,
2019-12-18 17:30:00,54.57216,-50.36751,13,24,0,1,240,0.02,14,5,4.105,31.89,294.9,91.5,4.12,971.7,1.8,75,11,15,133,1,
2019-12-18 18:30:00,54.57291,-50.37909,11,26,0,1,260,0.02,13.9,4,4.11,31.83,294.8,91.5,4.12,969.8,1.8,75,11,13,132,1,
2019-12-18 19:30:00,54.57435,-50.38956,13,28,0,1,240,0.02,13.7,4,4.101,31.88,295.3,91.5,4.12,970.5,1.5,80,13,16,157,1,
2019-12-18 20:30:00,54.57654,-50.39865,13,30,0,1,270,0.02,13.5,4,4.104,31.76,295,91.5,4.12,971.4,1.6,70,11,12,148,1,
2019-12-18 21:30:00,54.5781,-50.40675,13,32,0,1,260,0.02,13.5,4,4.094,30.52,293.8,91,4.11,969.5,1.3,60,10,12,131,1,
2019-12-18 22:30:00,54.57861,-50.415,14,34,0,1,350,0.022,13.4,4,4.065,31.83,294.7,91,4.08,971.6,1.3,0,11,11,135,0,
2019-12-18 23:30:00,54.57873,-50.42535,14,36,0,2,230,0.02,13.4,4,4.049,31.84,294.8,91,4.07,968.8,1.2,70,9,13,143,1,
2019-12-19 00:30:00,54.579,-50.43666,12,38,0,2,200,0.022,13.3,4,4.024,31.81,294.3,91,4.04,970.2,1.3,60,9,12,173,1,
2019-12-19 01:30:00,54.57792,-50.44809,12,40,0,1,260,0.02,13.3,4,4,31.81,295,91,4.01,968.8,1.3,65,10,11,137,1,
2019-12-19 02:30:00,54.57618,-50.45988,11,42,0,1,230,0.02,13.3,4,3.984,31.65,294.7,91,4,969.6,1.4,65,9,12,148,1,
2019-12-19 03:30:00,54.57465,-50.47221,12,44,0,1,230,0.02,13.3,4,3.965,31.79,293.8,90.5,3.98,969.5,1.2,65,9,12,147,1,
2019-12-19 04:30:00,54.57306,-50.48508,41,46,0,1,230,0.022,13.3,4,3.944,31.05,294.3,91,3.96,968.2,1,80,9,10,136,1,
2019-12-19 05:30:00,54.57156,-50.49633,14,48,0,1,230,0.02,13.3,4,3.92,31.76,294.2,90.5,3.93,968.9,1.3,60,8,10,129,1,
2019-12-19 06:30:00,54.5691,-50.50734,12,50,0,1,240,0.02,13.3,4,3.89,31.73,295.3,91,3.9,969.4,1.4,65,9,12,143,1,
2019-12-19 07:30:00,54.56541,-50.51763,12,52,0,1,260,0.02,13.3,4,3.86,31.71,295.2,91,3.88,971.3,1.4,60,10,12,120,1,
2019-12-19 08:30:00,54.5604,-50.52846,41,54,0,1,260,0.022,13.3,4,3.838,31.68,294.5,90.5,3.85,968.5,1.2,60,11,13,140,1,
2019-12-19 09:30:00,54.55563,-50.54067,12,56,0,1,240,0.022,13.3,4,3.823,31.66,295,90.5,3.83,970.6,1.3,70,7,8,155,1,
2019-12-19 10:30:00,54.55269,-50.55651,41,58,0,1,270,0.022,13.2,4,3.801,31.66,294.9,90.5,3.81,968,0.8,65,10,12,140,1,
2019-12-19 11:30:00,54.54996,-50.57058,12,0,0,1,210,0.02,13.2,4,3.784,31.65,296.6,91,3.8,967.6,0.6,65,11,14,123,1,
2019-12-19 12:30:00,54.54852,-50.58513,12,2,0,1,200,0.02,13.3,4,3.765,31.56,294.9,90.5,3.78,966.8,1.3,65,8,11,150,1,
2019-12-19 13:30:00,54.54546,-50.59983,41,4,0,1,260,0.02,13.5,5,3.758,31.63,295.5,90.5,3.77,969.4,1.3,70,10,12,155,1,
2019-12-19 14:30:00,54.54213,-50.613,14,6,0,1,230,0.02,13.7,4,3.74,31.58,295.6,90.5,3.75,966.8,1,65,9,10,145,1,
2019-12-19 15:30:00,54.53745,-50.62338,12,8,0,1,260,0.02,13.9,4,3.722,31.58,295.9,91,3.74,970.8,1.4,55,10,12,127,1,
2019-12-19 16:30:00,54.53157,-50.63394,40,10,0,1,270,0.02,13.8,4,3.696,31.56,295.1,90.5,3.71,969.9,1.2,65,8,10,132,1,
2019-12-19 17:30:00,54.52464,-50.64423,11,12,0,1,230,0.02,14,4,3.678,31.55,296.4,91,3.69,969,1.1,65,11,13,147,1,
2019-12-19 18:30:00,54.51582,-50.65485,49,14,0,1,260,0.02,14,4,3.662,31.51,296.1,90.5,3.68,968.3,0.9,60,9,11,91,1,
2019-12-19 19:30:00,54.50628,-50.6658,12,16,0,1,230,0.02,13.8,3,3.708,31.47,295.8,90.5,3.72,967.4,0.8,55,10,12,122,1,
2019-12-19 20:30:00,54.49686,-50.67786,14,18,0,1,230,0.02,13.6,4,3.756,31.62,294.9,90.5,3.77,969.2,0.9,60,9,11,129,1,
2019-12-19 21:30:00,54.48765,-50.69154,11,20,0,1,240,0.02,13.5,4,3.785,31.64,295.6,91,3.8,971.7,1,65,8,12,140,1,
2019-12-19 22:30:00,54.47976,-50.70636,12,22,0,1,240,0.022,13.4,4,3.811,31.48,294.7,90.5,3.82,968.4,0.9,65,11,17,140,1,
2019-12-19 23:30:00,54.47265,-50.72532,13,24,0,1,240,0.022,13.4,4,3.799,31.64,295.2,90.5,3.82,963.5,0.4,65,11,13,149,1,
2019-12-20 00:30:00,54.46665,-50.74518,12,26,0,1,210,0.022,13.3,3,3.819,31.67,294.8,90.5,3.83,968.1,0.8,50,10,13,124,1,
2019-12-20 01:30:00,54.46092,-50.76441,12,28,0,1,240,0.022,13.3,4,3.818,30.31,295.5,91,3.83,967.2,0.6,60,9,11,141,1,
2019-12-20 02:30:00,54.45741,-50.78193,13,30,0,1,210,0.022,13.3,3,3.825,31.68,295.6,91,3.84,965,0.6,45,12,14,119,1,
2019-12-20 03:30:00,54.4539,-50.79483,41,32,0,2,260,0.022,13.3,4,3.818,31.68,295.1,90.5,3.83,968.2,0.6,45,8,10,118,1,
2019-12-20 04:30:00,54.44796,-50.80527,13,34,0,1,240,0.022,13.3,3,3.774,31.47,294.4,90.5,3.79,968.1,0.8,45,11,13,120,1,
2019-12-20 05:30:00,54.44112,-50.81559,41,36,0,1,340,0.022,13.3,4,3.754,31.63,294.7,90.5,3.77,967.8,0.7,45,9,12,106,1,
2019-12-20 06:30:00,54.43005,-50.82213,13,38,0,1,320,0.022,13.3,4,3.742,31.3,295.3,90.5,3.76,969.8,0.9,50,10,12,118,1,
2019-12-20 07:30:00,54.41679,-50.83155,13,40,0,1,350,0.02,13.3,4,3.708,31.58,295.5,90.5,3.72,969.9,0.8,0,10,10,112,0,
2019-12-20 08:30:00,54.40194,-50.84253,41,42,0,1,260,0.02,13.3,4,3.719,31.58,295.1,90.5,3.73,967.7,0.9,40,10,12,85,1,
2019-12-20 09:30:00,54.38655,-50.85645,21,44,0,1,260,0.02,13.3,4,3.734,31.6,294.8,90.5,3.75,970,1,30,9,12,117,1,
2019-12-20 10:30:00,54.3726,-50.8767,12,46,0,1,210,0.02,13.3,3,3.734,31.6,296,91,3.75,967.2,0.6,30,11,13,96,1,
2019-12-20 11:30:00,54.36051,-50.89635,12,48,0,1,210,0.02,13.3,4,3.706,31.48,296,90.5,3.72,967.9,0.6,30,10,13,95,1,
2019-12-20 12:30:00,54.34968,-50.91567,12,50,0,1,270,0.022,13.3,4,3.743,31.6,295.5,90.5,3.75,970.2,0.9,25,8,10,92,1,
2019-12-20 13:30:00,54.33978,-50.93493,12,52,0,2,260,0.02,13.4,4,3.76,31.6,295.3,90.5,3.77,971.5,0.9,280,8,10,109,1,
2019-12-20 14:30:00,54.33147,-50.95101,12,54,0,1,230,0.02,13.7,4,3.77,31.18,295.7,91,3.78,968.8,0.8,45,10,12,93,1,
2019-12-20 15:30:00,54.32226,-50.96247,16,56,0,1,350,0.02,13.9,4,3.775,31.53,296,91,3.79,968.9,0.9,15,11,14,101,1,
2019-12-20 16:30:00,54.31248,-50.97375,12,58,0,1,230,0.02,13.9,4,3.745,31.62,295.6,90.5,3.76,969.5,0.9,20,11,12,93,1,
2019-12-20 17:30:00,54.30084,-50.97735,12,0,0,2,230,0.02,13.9,4,3.739,31.61,295.3,90.5,3.75,968.2,0.7,10,9,11,89,1,
2019-12-20 18:30:00,54.28626,-50.97876,12,2,0,1,230,0.02,14,4,3.723,31.57,296.4,91,3.74,969,0.9,10,10,13,107,1,
2019-12-20 19:30:00,54.26928,-50.97864,41,4,0,1,290,0.02,13.9,4,3.693,31.55,295,90.5,3.71,968.4,0.5,10,10,12,78,1,
2019-12-20 20:30:00,54.25326,-50.97951,12,6,0,1,240,0.02,13.6,4,3.701,31.57,295.7,90.5,3.71,968.4,0.8,10,9,12,67,1,
2019-12-20 21:30:00,54.23769,-50.98215,12,8,0,1,260,0.022,13.5,4,3.715,31.58,294.9,90.5,3.73,968.8,0.7,15,8,11,72,1,
2019-12-20 22:30:00,54.2229,-50.98629,12,10,0,1,270,0.022,13.4,3,3.725,31.57,294.5,90.5,3.74,966.8,0.2,30,7,11,100,1,
2019-12-20 23:30:00,54.21183,-50.98962,12,12,0,1,210,0.02,13.4,3,3.724,31.58,294.9,90.5,3.74,966.7,0.4,350,9,10,73,1,
2019-12-21 00:30:00,54.20163,-50.98749,12,14,0,1,240,0.02,13.3,3,3.705,31.58,294.4,90.5,3.72,966,0.2,360,7,9,55,1,
2019-12-21 01:30:00,54.19155,-50.98434,12,16,0,1,240,0.02,13.3,3,3.705,31.57,294.7,90.5,3.72,967.5,0.3,0,7,9,40,1,
2019-12-21 02:30:00,54.18156,-50.98344,12,18,0,1,270,0.022,13.3,3,3.714,31.58,294.6,90.5,3.73,966.7,0.1,5,6,8,77,1,
2019-12-21 03:30:00,54.17268,-50.98302,15,20,0,1,230,0.02,13.3,3,3.614,31.48,295.5,90.5,3.63,967.2,0.2,340,9,10,65,1,
2019-12-21 04:30:00,54.1641,-50.982,12,22,0,1,240,0.02,13.3,3,3.582,31.45,295.7,90.5,3.59,963.4,0.1,355,6,8,76,1,
2019-12-21 05:30:00,54.15741,-50.98119,13,24,0,1,270,0.02,13.3,3,3.589,31.45,295.9,90.5,3.6,965.3,0,355,5,7,46,1,
2019-12-21 06:30:00,54.15042,-50.97741,13,26,0,1,270,0.02,13.3,3,3.582,31.44,296,90.5,3.6,967.1,0.2,350,8,11,40,1,
2019-12-21 07:30:00,54.14214,-50.97318,41,28,0,1,320,0.02,13.3,3,3.597,31.34,296.5,90.5,3.62,967.8,0.4,335,8,11,37,1,
2019-12-21 08:30:00,54.1341,-50.96727,12,30,0,1,230,0.022,13.3,3,3.618,31.47,296.1,90.5,3.63,966,0.1,340,6,8,35,1,
2019-12-21 09:30:00,54.12438,-50.95839,13,32,0,1,340,0.022,13.3,4,3.62,31.48,297,91,3.63,966,-0.1,330,8,10,40,1,
2019-12-21 10:30:00,54.11352,-50.9481,13,34,0,1,260,0.02,13.3,3,3.623,31.33,296.9,91,3.64,963.9,-0.6,330,10,13,26,1,
2019-12-21 11:30:00,54.10164,-50.93694,14,36,0,1,230,0.02,13.3,3,3.616,31.46,297.1,91,3.63,961.6,-1.2,335,10,13,40,1,
2019-12-21 12:30:00,54.09099,-50.92377,11,38,0,1,230,0.02,13.3,3,3.61,31.28,297.6,91,3.62,959.7,-1.8,315,10,12,4,1,
