time,lat,lon,log,battery,u,v,wptLat,wptLon
Fri Jan 17 23:01:37 2020 MT,56.196733333333334,-51.13405,0267.0167,86.0334166108467,0.0832710145217001,-0.0846763226164063,56.133816666666675,-51.75865
Sun Jan 19 02:18:44 2020 MT,56.141283333333334,-51.50733333333332,0267.0170,85.6485536202403,-0.0101477009279185,-0.080179422562976,56.133816666666675,-51.75865
Sun Jan 19 11:37:36 2020 MT,56.14149999999999,-51.65086666666666,0267.0171,85.5212095795967,-0.0157259142457599,-0.0592890934172577,56.133816666666675,-51.75865
Sun Jan 19 20:56:30 2020 MT,56.143583333333325,-51.57308333333334,0267.0172,85.395785239939,-0.0343889264523077,-0.030473929331406,56.133816666666675,-48.02538333333334
Sun Jan 19 21:16:59 2020 MT,56.143583333333325,-51.57308333333334,0267.0174,85.3809711355863,-0.0343889264523077,-0.030473929331406,56.620066666666666,-53.47196666666667
Mon Jan 20 06:45:32 2020 MT,56.17908333333333,-51.70655,0267.0175,85.2546428943289,-0.0316749797709038,-0.0465280176891421,56.620066666666666,-53.47196666666667
Mon Jan 20 15:05:33 2020 MT,56.209766666666674,-51.837199999999996,0267.0176,85.134082475337,-0.0697316617175697,-0.0705549108043494,56.620066666666666,-53.47196666666667
Tue Jan 21 01:28:28 2020 MT,56.23891666666666,-52.01323333333333,0267.0179,84.9608211053594,-0.128634075925404,-0.0604655599254541,56.620066666666666,-53.47196666666667
Tue Jan 21 10:56:57 2020 MT,56.292716666666664,-52.2135,0267.0181,84.8277077892321,-0.226660251400155,0.0101146114398967,56.620066666666666,-53.47196666666667
Tue Jan 21 20:12:31 2020 MT,56.38141666666667,-52.4198,0267.0183,84.6960651297269,-0.271016628966043,0.123923433850832,56.620066666666666,-53.47196666666667
Wed Jan 22 14:54:00 2020 MT,56.55686666666668,-52.626616666666656,0267.0185,84.4395663388043,0.072261808706262,0.306741693731816,56.620066666666666,-53.47196666666667
Thu Jan 23 08:49:51 2020 MT,56.641666666666666,-52.81298333333334,0267.0187,84.1884938639159,0.171348263791731,0.289750470074577,56.620066666666666,-53.47196666666667
Thu Jan 23 17:55:36 2020 MT,56.66041666666667,-52.889183333333335,0267.0188,84.0644282830938,0.159872296883401,0.222079058303725,56.620066666666666,-53.47196666666667
