Time,Lat,Long,TTFF,Count,Commands,TxTries,ONT,I,V,Temperature,AirmarAirTemp,AirmarWindDirection,AirmarWindSpeed,AirmarWindGust,AirmarHeading,AirmarAirFix,MOSE_OnMin,Hs,Ts,T0,Hmax,Err,
2020-03-13 01:30:00,47.43582,-50.26278,24,56,0,1,1530,0.018,13.2,1,-2.6,0,6,6,76,0,10,2.5,9.75,7.5,2.8,0,
2020-03-13 02:00:00,47.43939,-50.24574,24,57,0,1,1530,0.018,13.2,1,-2.8,0,6,6,73,0,10,2.5,9,7.25,3,0,
2020-03-13 02:30:00,47.44311,-50.22786,24,58,0,1,1530,0.018,13.2,1,-2.6,335,5,8,88,1,10,2,10,6.5,2.5,0,
2020-03-13 03:00:00,47.44389,-50.20638,24,59,1,1,1530,0.018,13.2,1,-2.8,0,7,7,76,0,10,2.4,9.75,6.75,3.3,0,
2020-03-13 03:30:00,47.44755,-50.18451,40,0,0,1,1540,0.098,13.1,1,-2.9,315,9,11,72,1,10,2.5,8.75,6.25,3.2,0,
2020-03-13 04:00:00,47.45412,-50.16327,24,1,0,1,1530,0.094,13.1,1,-2.9,320,8,11,97,1,10,2.6,9.75,7,3.7,0,
2020-03-13 04:30:00,47.45529,-50.13678,24,2,0,1,1530,0.096,13.1,1,-3,310,9,11,68,1,10,2,9.5,6,2.6,0,
2020-03-13 05:00:00,47.46135,-50.1144,24,3,0,1,1530,0.096,13.1,1,-3.2,300,10,16,50,1,10,2.8,10.25,7.5,4.3,0,
2020-03-13 05:30:00,47.46855,-50.09325,24,4,0,1,1530,0.098,13.1,1,-3.3,300,9,13,62,1,10,3.3,10.75,7.5,4.7,0,
2020-03-13 06:00:00,47.47698,-50.07456,40,5,0,1,1540,0.096,13.1,1,-3.3,315,8,11,232,1,10,2.1,9.5,6,2.7,0,
2020-03-13 06:30:00,47.46306,-50.08056,24,6,0,1,1530,0.096,13.1,1,-3.4,320,7,10,255,1,10,2.6,10,6.75,3.2,0,
2020-03-13 07:00:00,47.45025,-50.0931,24,7,0,1,1530,0.098,13.1,1,-3.6,330,7,10,82,1,10,1.7,7.25,5,2.2,0,
2020-03-13 07:30:00,47.44935,-50.07021,24,8,0,1,1530,0.098,13.1,1,-3.8,330,7,9,96,1,10,2.7,9.25,6,3.5,0,
2020-03-13 08:00:00,47.44773,-50.0448,24,9,0,1,1530,0.096,13.1,1,-4,320,8,11,80,1,10,2.8,10.75,7.5,3.2,0,
2020-03-13 08:30:00,47.4486,-50.02242,24,10,0,1,1530,0.096,13.1,1,-4.1,315,8,10,73,1,10,2.3,8.25,5.75,3.2,0,
2020-03-13 09:00:00,47.44935,-50.00352,24,11,0,1,1530,0.096,13.1,1,-4.2,330,9,12,86,1,10,3.4,11.75,8.75,4.8,0,
2020-03-13 09:30:00,47.44827,-49.98465,41,12,0,1,1540,0.094,13,1,-4.2,310,8,12,57,1,10,2.4,8.75,5.75,3,0,
2020-03-13 10:00:00,47.45274,-49.96953,24,13,0,1,1530,0.098,13.1,1,-4.3,310,10,18,226,1,10,2.1,8.25,6.25,2.9,0,
2020-03-13 10:30:00,47.43498,-49.98048,24,14,0,1,1530,0.098,13.1,1,-4,300,9,12,221,1,10,2.5,8.75,6.5,3.3,0,
2020-03-13 11:00:00,47.41707,-49.99272,24,15,0,2,1530,0.098,13.1,1,-4.2,295,8,11,225,1,10,2.2,7.75,6,2.8,1,
2020-03-13 11:30:00,47.39925,-50.00619,24,16,0,1,1530,0.096,13.2,1,-3.9,250,4,11,40,1,10,3,9.75,6.5,4,0,
2020-03-13 12:00:00,47.40744,-50.00049,40,17,0,1,1540,0.094,13.4,1,-4.1,335,8,20,241,1,10,2.2,7.75,6,2.5,0,
2020-03-13 12:30:00,47.39427,-50.01588,24,18,0,1,1530,0.094,13.5,1,-4.1,310,8,12,242,1,10,2.2,7.25,5.5,3,0,
2020-03-13 13:00:00,47.37936,-50.03205,24,19,0,1,1530,0.096,13.5,1,-3.9,300,6,11,54,1,10,2.9,9,6.25,3.4,0,
2020-03-13 13:30:00,47.38884,-50.02041,24,20,0,3,1530,0.096,13.5,1,-3.9,245,9,18,40,1,10,2.5,7,6.25,3.7,0,
2020-03-13 14:00:00,47.40162,-50.0088,41,21,0,1,1540,0.092,13.5,1,-3.9,320,10,18,236,1,10,1.9,8,6,2.6,0,
2020-03-13 14:30:00,47.38698,-50.01765,24,22,0,1,1530,0.092,13.8,1,-3.8,295,7,12,226,1,10,2.3,7.25,5,3.3,0,
2020-03-13 15:00:00,47.37012,-50.0256,24,23,0,1,1530,0.092,14.1,1,-3.8,290,6,9,221,1,10,2.6,8.5,5.25,3.5,0,
2020-03-13 15:30:00,47.35233,-50.03238,24,24,0,1,1530,0.094,13.6,1,-3.4,280,8,14,221,1,10,2.8,10.25,6.25,3.4,0,
2020-03-13 16:00:00,47.33646,-50.03847,24,25,0,1,1530,0.092,13.5,1,-3.5,285,5,8,75,1,10,2.2,9,7.5,2.6,0,
2020-03-13 16:30:00,47.34321,-50.01882,24,26,0,1,1530,0.092,13.6,2,-3.9,285,6,7,55,1,10,2.5,7,5.25,3.6,0,
2020-03-13 17:00:00,47.35137,-50.00103,24,27,0,1,1530,0.092,14.1,2,-3.9,300,5,7,59,1,10,2.3,8.25,6,2.7,0,
2020-03-13 17:30:00,47.3595,-49.98489,40,28,0,1,1540,0.092,13.7,2,-3.9,275,6,13,53,1,10,2.4,7.5,5.75,4.1,1,
2020-03-13 18:00:00,47.36745,-49.97022,24,29,0,2,1530,0.094,13.7,2,-4,340,9,12,45,1,10,2.7,9.25,6.5,3.7,0,
2020-03-13 18:30:00,47.37705,-49.95534,24,30,0,1,1530,0.094,13.6,2,-4,305,8,13,42,1,10,2.5,9.5,6.5,2.8,0,
2020-03-13 19:00:00,47.385,-49.94211,24,31,0,1,1530,0.094,13.5,2,-3.8,255,5,10,38,1,10,2.2,8.25,5.75,2.7,0,
2020-03-13 19:30:00,47.39253,-49.93014,24,32,0,1,1530,0.094,13.5,2,-3.9,305,6,9,48,1,10,2,8,5.25,2.9,0,
2020-03-13 20:00:00,47.39955,-49.91553,40,33,0,2,1540,0.094,13.6,2,-4,305,6,10,45,1,10,1.7,9,6.25,2.8,0,
2020-03-13 20:30:00,47.40636,-49.90272,24,34,0,1,1530,0.096,13.3,1,-4.1,315,8,11,63,1,10,2,10.25,6.5,2.5,0,
2020-03-13 21:30:00,47.41665,-49.87353,24,36,0,3,1530,0.096,13.2,1,-4.5,325,5,6,72,1,10,1.5,6.75,4.75,1.9,0,
2020-03-13 22:30:00,47.42031,-49.84404,29,38,0,3,1530,0.096,13.2,1,-4.8,325,4,6,72,1,10,1.7,7.75,5,2.3,0,
2020-03-14 01:30:00,47.42328,-49.80543,27,44,0,3,1530,0.096,13.2,1,-4.9,335,3,4,64,1,10,1.7,7,5.25,2.3,0,
2020-03-14 02:30:00,47.42448,-49.80576,24,46,0,3,1530,0.098,13.2,1,-4.9,305,1,3,212,1,10,2.3,7.75,7.75,2.8,0,
2020-03-14 03:00:00,47.42334,-49.80906,24,47,0,2,1530,0.098,13.1,0,-5,145,1,2,132,1,10,2,9,6.25,3.9,0,
2020-03-14 05:00:00,47.42961,-49.81899,40,51,0,3,1540,0.098,13.1,0,-4.5,110,3,4,345,1,10,1.4,8.5,5.25,1.8,0,
2020-03-14 08:00:00,47.45379,-49.80927,64,57,0,3,1570,0.098,13.1,1,-3.6,150,6,7,105,1,10,1.7,9.75,6.25,2.3,1,
2020-03-14 09:00:00,47.46165,-49.79211,24,59,0,3,1530,0.098,13.1,1,-3.4,150,7,9,111,1,10,2.1,8,5.25,2.7,0,
2020-03-14 11:00:00,47.47566,-49.75326,40,3,0,3,1540,0.096,13.2,1,-3.1,155,9,13,118,1,10,2.1,6.25,5,2.7,3,
2020-03-14 11:30:00,47.47974,-49.74396,24,4,0,1,1530,0.096,13.3,1,-2.9,165,7,11,115,1,10,2.2,6,4.5,3.2,0,
2020-03-14 12:00:00,47.48391,-49.73418,24,5,0,1,1530,0.096,13.4,1,-2.5,150,8,11,122,1,10,2.4,6.75,4.75,4.2,3,
2020-03-14 12:30:00,47.48745,-49.72512,24,6,0,1,1530,0.096,13.3,1,-2.2,150,8,13,120,1,10,2.6,6.25,5.25,3.8,1,
2020-03-14 13:00:00,47.49207,-49.7142,24,7,0,1,1530,0.096,13.4,1,-2,160,14,19,121,1,10,2.7,6.75,5,3.7,0,
2020-03-14 13:30:00,47.49774,-49.70544,24,8,0,1,1530,0.096,13.3,1,-1.8,170,12,17,121,1,10,3.1,8.75,6,3.8,3,
2020-03-14 14:00:00,47.50455,-49.6944,40,9,0,3,1540,0.096,13.4,1,-1.7,155,14,19,115,1,10,2.6,7.5,5.75,3.2,3,
2020-03-14 14:30:00,47.51235,-49.68258,24,10,0,1,1530,0.094,13.4,1,-1.2,150,14,19,113,1,10,3.5,9.75,7.5,5.6,6,
2020-03-14 15:00:00,47.52078,-49.66974,24,11,0,1,1530,0.096,13.4,1,-0.8,150,15,20,116,1,10,3.8,7.25,6,4.4,0,
2020-03-14 15:30:00,47.52924,-49.65552,24,12,0,1,1530,0.096,13.3,1,-0.4,155,16,21,119,1,10,3.3,7,6,4,1,
2020-03-14 16:00:00,47.53755,-49.64073,24,13,0,1,1530,0.094,13.3,1,0.1,160,16,20,124,1,10,4,12.25,7.75,6.2,9,
2020-03-14 16:30:00,47.54499,-49.62318,24,14,0,1,1530,0.098,13.3,1,0.1,165,16,21,126,1,10,2.9,9,6.5,3.4,3,
2020-03-14 17:00:00,47.55162,-49.60389,24,15,0,1,1530,0.096,13.2,1,0.5,165,15,21,127,1,10,3.3,7.75,5.25,4.5,3,
2020-03-14 17:30:00,47.56041,-49.58622,40,16,0,1,1540,0.096,13.2,1,0.8,175,15,20,135,1,10,4.1,7.25,5.75,6.4,0,
2020-03-14 18:00:00,47.56518,-49.5666,24,17,0,2,1530,0.096,13.2,1,1.1,205,12,17,158,1,10,3.6,8.25,5.75,4.6,0,
2020-03-14 18:30:00,47.56755,-49.54947,24,18,0,1,1530,0.094,13.3,1,0.8,200,12,15,157,1,10,3.6,8.25,6.5,4.3,3,
2020-03-14 19:00:00,47.57091,-49.53312,24,19,0,1,1530,0.096,13.2,1,1,210,11,16,173,1,10,3.4,8.75,7,3.8,0,
2020-03-14 19:30:00,47.57181,-49.51863,24,20,0,1,1530,0.096,13.3,1,0.6,230,10,17,186,1,10,3.2,9.25,6.5,4.3,0,
2020-03-14 20:00:00,47.57019,-49.50711,40,21,0,2,1540,0.096,13.3,1,0,235,10,15,195,1,10,4.3,8.25,7,5.7,0,
2020-03-14 20:30:00,47.56605,-49.49865,24,22,0,1,1530,0.096,13.2,1,-0.8,245,10,14,203,1,10,3.5,8.25,7,4.4,1,
2020-03-14 21:00:00,47.56131,-49.49121,24,23,0,1,1530,0.098,13.2,1,-1.4,250,9,13,198,1,10,4.2,8,6.5,4.9,0,
2020-03-14 21:30:00,47.55672,-49.48338,24,24,0,1,1530,0.098,13.1,1,-1.2,240,10,14,197,1,10,2.8,6.25,5.75,3.8,0,
2020-03-14 22:30:00,47.54379,-49.46955,24,26,0,3,1530,0.098,13.1,1,-1,215,10,17,193,1,10,3.4,8.25,6,4.3,0,
2020-03-14 23:00:00,47.53548,-49.46388,24,27,0,1,1530,0.098,13.1,1,-1,235,9,12,196,1,10,2.9,8,6,3.6,0,
2020-03-14 23:30:00,47.52663,-49.4577,24,28,0,1,1530,0.094,13.1,1,-1.1,215,12,19,193,1,10,3.2,8.75,6,3.8,0,
2020-03-15 00:00:00,47.51775,-49.45143,40,29,0,1,1540,0.098,13.1,1,-1.2,230,11,14,163,1,10,3.4,8.5,6,4.6,7,
2020-03-15 00:30:00,47.50548,-49.4361,24,30,0,1,1530,0.094,13.1,1,-1.1,230,11,14,169,1,10,2.9,8,5.25,4.3,0,
2020-03-15 01:00:00,47.4927,-49.42431,24,31,0,1,1530,0.098,13.1,1,-1.2,235,11,15,174,1,10,3.2,8,6.25,4.5,0,
2020-03-15 01:30:00,47.47968,-49.41654,24,32,0,1,1530,0.096,13.1,1,-1.4,235,11,14,348,1,10,2.6,7.5,5.75,3.3,2,
2020-03-15 02:00:00,47.49447,-49.43157,24,33,0,1,1530,0.098,13.1,1,-1.4,235,11,14,168,1,10,3,8,6.75,3.6,2,
2020-03-15 02:30:00,47.48562,-49.4211,24,34,0,1,1530,0.098,13.1,1,-1.4,230,11,14,169,1,10,3,7.5,6.25,3.9,0,
2020-03-15 03:00:00,47.47416,-49.41006,24,35,0,1,1530,0.096,13.1,1,-1.4,235,10,14,179,1,10,2.9,8.5,6,4.4,4,
2020-03-15 03:30:00,47.46099,-49.40346,24,36,0,1,1530,0.096,13.1,0,-1.2,235,12,15,173,1,10,3.5,8,7,4.4,0,
2020-03-15 04:00:00,47.44722,-49.39446,40,37,0,1,1540,0.096,13.1,1,-1.4,240,11,15,338,1,10,3.1,7.5,5.5,4.1,0,
2020-03-15 04:30:00,47.46303,-49.41063,24,38,0,1,1530,0.098,13,1,-1.5,235,11,21,162,1,10,2.7,7.25,5.75,4.1,0,
2020-03-15 05:00:00,47.45388,-49.39842,24,39,0,1,1530,0.098,13,0,-1.4,240,11,15,169,1,10,2.9,6.5,5.5,4.7,0,
2020-03-15 05:30:00,47.44197,-49.38726,24,40,0,1,1530,0.1,13,0,-1.4,240,12,16,182,1,10,3.1,7,5.5,4.7,0,
2020-03-15 06:00:00,47.42943,-49.37784,24,41,0,1,1530,0.098,13,1,-1.2,240,11,15,341,1,10,3,8.25,5.5,4.1,0,
2020-03-15 06:30:00,47.44614,-49.39008,24,42,0,1,1530,0.098,13,1,-1.5,235,12,16,343,1,10,2.9,6.75,6.25,3.8,0,
2020-03-15 07:00:00,47.46561,-49.40286,24,43,0,1,1530,0.098,13,1,-1.6,240,12,16,335,1,10,3,8,5.5,4.1,0,
2020-03-15 07:30:00,47.48328,-49.41777,40,44,0,1,1540,0.098,13,1,-1.8,240,12,17,179,1,10,3.2,6.75,5.75,4.6,0,
2020-03-15 08:00:00,47.47128,-49.40472,24,45,0,1,1530,0.098,13,1,-2,240,13,17,185,1,10,2.6,8.75,5.5,3.8,3,
2020-03-15 08:30:00,47.45658,-49.39407,24,46,0,1,1530,0.098,13,0,-2.1,245,13,17,190,1,10,2.3,6.75,5.5,3.3,1,
2020-03-15 09:00:00,47.44095,-49.38375,24,47,0,1,1530,0.098,13,0,-2.3,250,14,19,339,1,10,3.5,7.75,6.5,4.4,1,
2020-03-15 09:30:00,47.45745,-49.39155,24,48,0,1,1530,0.098,13,1,-2.4,250,14,18,342,1,10,3.6,8,6.5,4.8,0,
2020-03-15 10:00:00,47.47503,-49.39887,40,49,0,1,1540,0.098,13,1,-2.5,255,14,18,342,1,10,3.4,7.75,6,5,1,
2020-03-15 10:30:00,47.49285,-49.40613,24,50,0,3,1530,0.098,13,1,-2.4,255,14,19,346,1,10,3,7.5,5.25,4.4,3,
2020-03-15 11:00:00,47.5104,-49.41252,24,51,0,1,1530,0.098,13.1,0,-2.3,245,13,18,196,1,10,4.2,7.75,6,5.5,3,
2020-03-15 12:00:00,47.50995,-49.41021,24,53,0,3,1530,0.092,13.5,1,-2.1,250,14,18,201,1,10,3.5,7.25,5.25,4.5,2,
2020-03-15 12:30:00,47.49228,-49.40259,24,54,0,1,1530,0.092,13.9,0,-2.1,255,14,19,349,1,10,3.7,8,6.25,4.6,1,
2020-03-15 13:00:00,47.50698,-49.40799,24,55,0,2,1530,0.094,13.6,1,-2.3,255,14,19,343,1,10,3.5,8.5,6,4.4,1,
2020-03-15 13:30:00,47.52366,-49.41585,40,56,0,1,1540,0.094,13.7,1,-1.9,255,14,19,203,1,10,3.3,7.5,6,4.2,0,
2020-03-15 14:00:00,47.50905,-49.40703,24,57,0,1,1530,0.092,13.9,1,-1.8,245,13,18,192,1,10,4.3,9,8,6.3,11,
2020-03-15 14:30:00,47.49021,-49.39827,35,58,0,1,1540,0.094,13.6,1,-2.1,250,13,18,341,1,10,3.8,6.75,6,5.2,0,
2020-03-15 15:00:00,47.50323,-49.40391,24,59,0,3,1530,0.094,13.5,1,-2.3,260,14,19,353,1,10,3.5,7.5,5.5,5,0,
2020-03-15 15:30:00,47.52009,-49.40433,24,0,0,2,1530,0.094,13.4,1,-2.4,260,12,16,10,1,10,3.5,7.75,5.5,4.4,0,
2020-03-15 16:00:00,47.53779,-49.40031,40,1,0,1,1540,0.092,14,1,-2.4,270,12,17,359,1,10,4.1,9.75,7,4.9,4,
2020-03-15 16:30:00,47.55342,-49.3992,24,2,0,1,1530,0.094,13.7,1,-2.8,265,13,17,3,1,10,3.8,8.75,7,6.7,2,
2020-03-15 17:00:00,47.56995,-49.3968,24,3,0,1,1530,0.092,13.9,1,-2.3,265,14,18,209,1,10,3.6,7.75,5.5,4.8,0,
2020-03-15 17:30:00,47.55186,-49.39473,24,4,0,1,1530,0.094,13.6,1,-2.8,270,12,17,356,1,10,3.2,7.75,5.25,4.2,0,
2020-03-15 18:00:00,47.56584,-49.39584,24,5,0,1,1530,0.092,13.8,1,-2.9,265,13,18,357,1,10,3.7,8.75,6.5,4.7,3,
2020-03-15 18:30:00,47.58249,-49.39728,24,6,0,1,1530,0.092,13.8,1,-2.5,270,13,18,214,1,10,3.8,9.25,6.5,4.7,2,
2020-03-15 19:30:00,47.57847,-49.39353,40,8,0,3,1540,0.096,13.4,1,-2.4,280,11,14,9,1,10,3.7,8.25,6,4.4,1,
2020-03-15 20:00:00,47.5926,-49.38639,24,9,0,2,1530,0.096,13.3,1,-2.4,300,11,16,35,1,10,4.2,9.5,8,5,0,
2020-03-15 20:30:00,47.60526,-49.37184,24,10,0,1,1530,0.098,13.3,0,-2.4,305,10,14,50,1,10,4,10,7.75,4.9,4,
2020-03-15 21:00:00,47.61315,-49.35213,24,11,0,1,1530,0.094,13.2,1,-2.5,325,11,17,71,1,10,4,9.75,7,4.8,0,
2020-03-15 21:30:00,47.61819,-49.33164,24,12,0,1,1530,0.096,13.2,1,-2.8,315,10,14,56,1,10,3.5,10,7.25,4.4,0,
2020-03-15 22:00:00,47.6232,-49.31535,59,13,0,1,1560,0.096,13.2,1,-3,330,11,15,70,1,10,3.7,9.25,6.25,4.5,3,
2020-03-15 22:30:00,47.62671,-49.29708,24,14,0,1,1530,0.094,13.2,0,-3.1,330,11,15,73,1,10,3.6,8.5,6,4.7,0,
2020-03-15 23:00:00,47.6301,-49.27806,24,15,0,1,1530,0.094,13.2,0,-3.3,320,11,17,68,1,10,3.3,8.5,7.25,3.8,2,
2020-03-15 23:30:00,47.63271,-49.26024,24,16,0,2,1530,0.096,13.2,0,-3.4,300,8,17,65,1,10,3.5,7.75,6,4.7,5,
2020-03-16 00:00:00,47.63613,-49.24689,24,17,0,1,1530,0.096,13.2,0,-3.4,330,9,21,64,1,10,4.7,10.5,8.25,6.3,1,
2020-03-16 00:30:00,47.6412,-49.2333,24,18,0,1,1530,0.098,13.2,0,-3.5,330,10,14,69,1,10,2.3,7,5.25,3.6,3,
2020-03-16 01:00:00,47.6457,-49.2222,24,19,0,1,1530,0.096,13.2,0,-3.5,335,10,19,78,1,10,3.3,8,5.75,4.7,0,
2020-03-16 02:00:00,47.65836,-49.1952,24,21,0,3,1530,0.094,13.1,0,-3.5,310,6,12,71,1,10,3.8,7.75,6.25,5.8,0,
2020-03-16 02:30:00,47.66601,-49.1886,24,22,0,2,1530,0.096,13.1,0,-4,335,5,27,71,1,10,2.9,7,5.5,3.7,0,
2020-03-16 04:30:00,47.70267,-49.15068,24,26,0,3,1530,0.098,13.1,0,-4.2,345,4,7,64,1,10,3.6,10.25,7.5,4.2,0,
2020-03-16 05:00:00,47.71251,-49.13493,24,27,0,1,1530,0.096,13.1,0,-4.4,20,5,8,66,1,10,3.2,9.5,6.5,3.7,0,
2020-03-16 08:30:00,47.76477,-48.99969,24,34,0,3,1530,0.098,13.1,0,-4.5,260,1,4,71,1,10,2.7,9,6.5,3.4,0,
2020-03-16 11:00:00,47.79507,-48.84585,24,39,0,3,1530,0.096,13.4,0,-2.9,225,1,2,64,1,10,3.3,9.5,6.25,5,0,
2020-03-16 11:30:00,47.80266,-48.81036,24,40,0,1,1530,0.094,13.5,0,-3.1,225,2,2,85,1,10,3.9,9,6.75,4.3,4,
2020-03-16 12:00:00,47.80689,-48.77265,27,41,0,1,1530,0.094,13.8,0,-2.5,230,2,2,81,1,10,4.4,9.75,7.75,4.9,6,
2020-03-16 12:30:00,47.81265,-48.73575,40,42,0,3,1540,0.09,14.1,0,-1.8,230,2,3,74,1,10,4,12.5,8.25,5,11,
2020-03-16 13:30:00,47.82096,-48.66204,24,44,0,3,1530,0.088,13.9,1,-1.8,215,2,3,72,1,10,4.6,9.25,8,7.5,1,
2020-03-16 14:00:00,47.82453,-48.62802,28,45,0,1,1530,0.092,13.8,1,-2.1,245,1,2,72,1,10,4.8,9.75,9,5.8,11,
2020-03-16 15:00:00,47.82744,-48.56118,24,47,0,3,1530,0.092,14.1,1,-2.3,275,1,2,80,1,10,2.3,19,11,2.3,89,
2020-03-16 15:30:00,47.82615,-48.52449,24,48,0,1,1530,0.09,14.1,1,-2.2,230,4,7,95,1,10,2.8,11.25,8.75,3.7,14,
2020-03-16 16:00:00,47.82159,-48.48573,40,49,0,1,1540,0.09,14.1,1,-2.4,290,2,3,93,1,10,3.9,9.75,8,4.5,0,
2020-03-16 17:30:00,47.79948,-48.38217,24,52,0,3,1530,0.09,14.1,1,-3.1,305,3,4,87,1,10,5.2,10.75,9,6.1,0,
2020-03-16 18:30:00,47.78274,-48.31299,31,54,0,3,1530,0.092,13.7,1,-3.8,325,4,7,63,1,10,4.3,10.75,8,5.2,0,
2020-03-16 19:30:00,47.78034,-48.25665,41,56,0,3,1540,0.094,13.5,1,-3.6,260,2,4,84,1,10,3.7,11.25,8,4.4,4,
2020-03-16 21:00:00,47.77818,-48.16248,28,59,0,3,1530,0.096,13.2,1,-4.9,240,1,4,104,1,10,3.8,10.5,8,4.5,0,
2020-03-16 22:00:00,47.77332,-48.09618,24,1,0,3,1530,0.096,13.2,0,-5.5,325,2,3,111,1,10,3.7,11.5,7.5,4.3,0,
2020-03-16 22:30:00,47.76855,-48.06117,24,2,0,1,1530,0.098,13.2,0,-5.4,325,2,3,103,1,10,3.3,9.75,7.75,4.3,6,
2020-03-17 03:00:00,47.67573,-47.76399,40,11,0,3,1540,0.096,13.1,1,-5.5,325,2,3,115,1,10,3.9,9.25,8.25,5.1,0,
2020-03-17 03:30:00,47.66685,-47.74302,24,12,0,1,1530,0.094,13.1,0,-5.6,325,2,3,108,1,10,4.6,11.5,8.5,6.1,1,
2020-03-17 04:00:00,47.65545,-47.7231,24,13,0,3,1530,0.096,13.1,0,-5.9,320,2,3,127,1,10,3.1,10,10.5,3.4,18,
2020-03-17 06:00:00,47.61111,-47.66496,24,17,0,3,1530,0.096,13.1,0,-6.1,330,3,7,181,1,10,4.1,10.5,8.75,4.9,2,
2020-03-17 17:30:00,47.38701,-47.5038,24,40,0,3,1530,0.092,14,2,-1,300,1,2,153,1,10,2.6,8.75,8,3.6,2,
2020-03-17 20:00:00,47.34843,-47.46384,24,45,0,3,1530,0.094,13.6,2,-2.4,295,1,2,133,1,10,3.4,9.5,8.5,4,4,
2020-03-17 20:30:00,47.34105,-47.45448,41,46,0,1,1540,0.096,13.3,1,-3.4,310,1,2,95,1,10,3.8,10.25,8,4.6,0,
2020-03-17 22:30:00,47.31504,-47.42169,24,50,0,3,1530,0.096,13.2,0,-5.4,225,1,3,50,1,10,2.8,9.75,8.5,3.6,0,
2020-03-17 23:00:00,47.31042,-47.41626,24,51,0,2,1530,0.096,13.2,0,-5.4,205,1,3,50,1,10,2.6,10.75,8,3.4,0,
2020-03-17 23:30:00,47.30568,-47.41128,40,52,0,1,1540,0.098,13.2,0,-5.1,215,2,3,70,1,10,3.1,10.75,7,4.3,0,
2020-03-18 00:00:00,47.30109,-47.40504,24,53,0,1,1530,0.098,13.1,0,-5.1,210,2,4,59,1,10,2.3,11,8,3.8,0,
2020-03-18 00:30:00,47.29773,-47.39802,24,54,0,1,1530,0.096,13.1,0,-5,210,2,4,54,1,10,2.4,10.25,8.25,2.8,0,
2020-03-18 01:30:00,47.29152,-47.38554,24,56,0,3,1530,0.098,13.1,0,-4.8,165,3,5,28,1,10,2.6,10,7.25,3.5,1,
2020-03-18 11:00:00,47.26422,-47.18685,37,15,0,3,1540,0.096,13.3,2,0,155,9,12,89,1,10,3.6,13,8.5,4.6,0,
2020-03-18 11:30:00,47.26887,-47.16636,24,16,0,1,1530,0.094,13.5,2,0.1,165,8,11,108,1,10,3,11.75,7.75,4,1,
2020-03-18 12:00:00,47.27181,-47.14911,40,17,0,1,1540,0.094,13.6,2,-0.4,165,10,15,106,1,10,3.6,11.5,7,6.1,0,
2020-03-18 12:30:00,47.2737,-47.13651,24,18,0,1,1530,0.096,13.7,2,0,165,9,12,103,1,10,3.2,11.25,7,5.3,0,
2020-03-18 13:00:00,47.27448,-47.11782,24,19,0,1,1530,0.092,13.8,2,0.1,170,10,15,104,1,10,3.5,12.5,9,4.3,0,
2020-03-18 13:30:00,47.27478,-47.09349,71,20,0,1,1570,0.092,13.8,3,-0.3,170,11,15,99,1,10,3.5,11.25,7.75,4.7,0,
2020-03-18 14:00:00,47.27268,-47.06544,24,21,0,1,1530,0.094,13.6,3,-0.3,160,10,14,275,1,10,2.9,9.5,6.25,3.8,4,
2020-03-18 14:30:00,47.26302,-47.08425,24,22,0,2,1530,0.092,13.7,3,-0.3,180,11,21,107,1,10,3.5,8,7,4.4,0,
2020-03-18 15:00:00,47.25837,-47.05458,24,23,0,1,1530,0.094,13.9,3,-0.3,185,12,17,110,1,10,3.2,8.5,6,4,0,
2020-03-18 15:30:00,47.25315,-47.02233,24,24,1,1,1530,0.09,14,3,-0.2,165,12,19,262,1,10,3.9,12.75,8.5,4.5,0,
2020-03-18 16:00:00,47.24217,-47.03841,40,25,0,1,1540,0.092,13.9,3,-0.3,175,13,18,107,1,10,3.8,9,5.75,5.4,0,
2020-03-18 16:30:00,47.2392,-47.00694,24,26,0,1,1530,0.094,13.7,3,0,175,13,20,105,1,10,3.4,9,6.5,4.6,3,
2020-03-18 17:00:00,47.23971,-46.97613,24,27,0,1,1530,0.092,14,3,0,170,13,17,106,1,10,3.7,11.25,6.75,4.7,0,
2020-03-18 17:30:00,47.24361,-46.94514,24,28,0,1,1530,0.09,14.1,3,0,165,14,18,107,1,10,3.1,9,6.75,4.3,0,
2020-03-18 18:00:00,47.25012,-46.91562,24,29,0,1,1530,0.092,13.9,3,0.2,165,14,25,105,1,10,3.7,10.5,7.25,5.1,3,
2020-03-18 18:30:00,47.25828,-46.89018,24,30,0,1,1530,0.092,13.9,3,0.2,165,14,21,108,1,10,4.8,11.75,8.5,6.3,3,
2020-03-18 19:00:00,47.26467,-46.8633,24,31,0,1,1530,0.094,13.5,3,0.5,160,12,18,104,1,10,3.5,9.75,7.5,5.1,0,
2020-03-18 19:30:00,47.27304,-46.83468,41,32,0,1,1540,0.094,13.9,3,0.8,160,13,19,253,1,10,4.4,10,7.25,5.2,0,
2020-03-18 20:00:00,47.27631,-46.8498,24,33,0,1,1530,0.096,13.5,3,1,165,11,16,128,1,10,3.5,9.75,7,5,0,
2020-03-18 20:30:00,47.28,-46.83441,24,34,0,3,1530,0.096,13.2,3,1.2,170,12,17,127,1,10,3.6,8.75,6.5,6.7,6,
2020-03-18 21:00:00,47.28303,-46.81647,24,35,0,1,1530,0.096,13.2,3,1.5,180,12,17,132,1,10,3.7,9.75,6.75,5,1,
