Time,Lat,Long,TTFF,Count,Commands,TxTries,ONT,I,V,Temperature,AirmarAirTemp,AirmarWindDirection,AirmarWindSpeed,AirmarWindGust,AirmarHeading,AirmarAirFix,MOSE_OnMin,Hs,Ts,T0,Hmax,Err,
2020-03-08 08:00:00,47.49426,-51.28707,26,9,0,1,1230,0.018,13.2,1,-2.3,0,10,10,93,0,10,3.2,7.75,5.75,5.3,1,
2020-03-08 08:30:00,47.4939,-51.27888,26,10,0,1,1230,0.018,13.2,0,-2.1,0,19,19,93,0,10,3.4,9.5,6.25,4.3,0,
2020-03-08 09:00:00,47.49348,-51.26976,26,11,0,2,1230,0.018,13.2,1,-2.1,0,12,12,88,0,10,2.7,7.25,5.5,3.8,0,
2020-03-08 09:30:00,47.49318,-51.26043,28,12,0,1,1230,0.018,13.2,1,-2.1,0,11,11,90,0,10,3.3,7.75,6,4.4,0,
2020-03-08 10:00:00,47.49336,-51.24867,66,13,0,1,1270,0.018,13.2,1,-2,0,7,7,82,0,10,3.7,9.5,7,4.6,0,
2020-03-08 10:30:00,47.49309,-51.23856,56,14,0,1,1260,0.018,13.2,1,-1.9,0,14,14,91,0,10,3.1,7,5.75,4.3,0,
2020-03-08 11:00:00,47.49225,-51.22773,26,15,0,1,1230,0.018,13.3,1,-2,0,7,7,83,0,10,3.9,9.25,7,4.9,0,
2020-03-08 11:30:00,47.49309,-51.2148,26,16,0,1,1230,0.018,13.3,1,-2.1,0,9,9,76,0,10,3.4,7.25,5.75,4.4,0,
2020-03-08 12:00:00,47.49351,-51.20238,26,17,0,2,1230,0.018,13.4,1,-1.9,0,12,12,78,0,10,3.6,8.5,6.5,4.1,0,
2020-03-08 12:30:00,47.49378,-51.19059,26,18,0,1,1230,0.018,13.4,1,-1.8,0,10,10,73,0,10,3.4,7.5,5.5,5,0,
2020-03-08 13:00:00,47.49549,-51.17724,26,19,0,1,1230,0.018,13.5,1,-1.8,0,14,14,68,0,10,3.9,7.75,6.5,4.7,0,
2020-03-08 13:30:00,47.4966,-51.16455,26,20,0,2,1230,0.018,13.5,1,-1.8,0,11,11,70,0,10,3.5,7.5,5.75,4.5,2,
2020-03-08 14:00:00,47.49741,-51.15189,42,21,0,1,1240,0.018,13.6,1,-1.6,0,11,11,61,0,10,3.6,8,6,4.3,0,
2020-03-08 14:30:00,47.49924,-51.14022,26,22,0,1,1230,0.018,13.7,1,-1.5,0,12,12,63,0,10,4,7.75,6.25,5,1,
2020-03-08 15:00:00,47.49807,-51.12939,26,23,0,1,1230,0.018,13.9,1,-1.5,0,15,15,63,0,10,3,9.75,6.75,3.9,0,
2020-03-08 15:30:00,47.49852,-51.11559,26,24,0,1,1230,0.018,14,1,-1.6,0,15,15,60,0,10,4.5,10.75,7.75,6.9,0,
2020-03-08 16:00:00,47.4987,-51.10281,26,25,0,1,1230,0.018,13.8,1,-1.5,0,13,13,61,0,10,3.8,9.75,6.5,5.3,0,
2020-03-08 16:30:00,47.49855,-51.09066,42,26,0,1,1240,0.016,14.1,1,-1.7,0,13,13,59,0,10,3.8,8.25,7,4.9,4,
2020-03-08 17:00:00,47.49915,-51.07935,26,27,0,1,1230,0.018,13.8,1,-1.8,0,10,10,58,0,10,5.6,10,7.75,6.6,1,
2020-03-08 17:30:00,47.4996,-51.06813,26,28,0,1,1230,0.016,13.8,1,-1.8,0,12,12,53,0,10,4.8,8.5,6.5,6.6,4,
2020-03-08 18:00:00,47.50062,-51.05868,26,29,0,1,1230,0.018,13.9,1,-1.9,0,11,11,48,0,10,5.8,7.25,7.25,7.4,3,
2020-03-08 18:30:00,47.50275,-51.05136,26,30,0,1,1230,0.016,13.9,1,-2.3,0,13,13,50,0,10,6.2,10.75,8.25,7.3,4,
2020-03-08 19:00:00,47.50287,-51.04623,26,31,0,1,1230,0.016,14,1,-2.2,0,12,12,42,0,10,5.3,9.5,7.25,6.9,3,
2020-03-08 19:30:00,47.50434,-51.04083,26,32,0,1,1230,0.018,13.9,1,-2.2,0,13,13,35,0,10,4.6,8.5,6.75,7.1,2,
2020-03-08 20:00:00,47.50347,-51.0369,42,33,0,3,1240,0.018,14,1,-2.3,0,12,12,41,0,10,6.3,10.5,8.25,7.1,0,
2020-03-08 20:30:00,47.50755,-51.03123,26,34,0,1,1230,0.016,14,1,-2.3,0,15,15,41,0,10,5.5,10,8,6.4,4,
2020-03-08 21:00:00,47.5116,-51.02592,26,35,0,3,1230,0.018,13.6,1,-2.3,0,20,20,38,0,10,5.9,10,8.75,7.4,0,
2020-03-08 21:30:00,47.51637,-51.02109,26,36,0,1,1230,0.018,13.4,1,-2.4,0,13,13,34,0,10,6.3,9.5,7,9.9,0,
2020-03-08 22:00:00,47.52135,-51.01632,26,37,0,1,1230,0.018,13.3,1,-2.6,0,13,13,34,0,10,5.2,9.5,7,6.7,0,
2020-03-08 22:30:00,47.52687,-51.01119,26,38,0,1,1230,0.018,13.3,1,-2.6,0,11,11,33,0,10,4.6,8.75,6.5,6.9,0,
2020-03-08 23:00:00,47.52993,-51.00537,26,39,0,1,1230,0.018,13.3,1,-3.2,0,9,9,29,0,10,5.2,9.5,7,8.7,0,
2020-03-08 23:30:00,47.53626,-51.0015,26,40,0,1,1230,0.018,13.3,1,-3.3,0,7,7,27,0,10,4.2,7.75,6.5,6.5,2,
2020-03-09 00:00:00,47.54328,-50.99622,42,41,0,2,1240,0.018,13.2,1,-3.5,0,11,11,21,0,10,5.4,10,7.25,8.3,1,
2020-03-09 00:30:00,47.54856,-50.99175,26,42,0,1,1230,0.018,13.2,1,-3.8,0,9,9,17,0,10,5.8,9.25,7.25,8.6,1,
2020-03-09 01:00:00,47.55477,-50.98608,26,43,0,2,1230,0.018,13.2,1,-3.9,0,4,4,25,0,10,3.8,9.5,8,5,0,
2020-03-09 01:30:00,47.5608,-50.97948,26,44,0,1,1230,0.018,13.2,1,-3.9,0,3,3,20,0,10,3.9,7.75,6,5,0,
2020-03-09 02:00:00,47.5644,-50.97297,26,45,0,1,1230,0.018,13.2,0,-3.9,0,24,24,23,0,10,5.8,12,8.5,6.2,3,
2020-03-09 02:30:00,47.5689,-50.96745,26,46,0,1,1230,0.018,13.2,0,-4.3,0,10,10,20,0,10,4.1,10.5,7.75,4.6,0,
2020-03-09 03:00:00,47.57136,-50.96043,40,47,0,1,1240,0.018,13.2,1,-4.1,0,10,10,20,0,10,4.5,9.25,7,5.9,0,
2020-03-09 03:30:00,47.57442,-50.95602,26,48,0,1,1230,0.018,13.2,0,-4.3,0,6,6,16,0,10,4.1,9,7.75,4.8,0,
2020-03-09 04:00:00,47.57661,-50.95053,26,49,0,1,1230,0.018,13.2,0,-4.1,0,1,1,4,0,10,4.5,8.25,6.5,5.4,1,
2020-03-09 04:30:00,47.58084,-50.95119,26,50,0,2,1230,0.018,13.2,0,-3.8,0,4,4,239,0,10,3.5,8.25,8.25,4,0,
2020-03-09 05:00:00,47.57457,-50.95182,42,51,0,2,1240,0.018,13.2,1,-3.8,0,5,5,194,0,10,4.4,13.75,9,5.8,0,
2020-03-09 05:30:00,47.55516,-50.9448,26,52,0,1,1230,0.018,13.2,0,-3.8,0,8,8,188,0,10,3.5,10.75,7.25,5.1,0,
2020-03-09 06:00:00,47.53728,-50.94045,26,53,0,1,1230,0.018,13.2,0,-3.8,0,7,7,27,0,10,3.8,7.75,6.5,4.6,0,
2020-03-09 06:30:00,47.54748,-50.93868,26,54,0,1,1230,0.018,13.2,0,-4,0,7,7,182,0,10,3.2,12.25,8.75,3.7,0,
2020-03-09 07:30:00,47.51262,-50.93247,26,56,0,3,1230,0.018,13.2,0,-4.4,0,12,12,2,0,10,3.6,9.5,6.75,5.2,0,
2020-03-09 09:00:00,47.51637,-50.94051,26,59,0,3,1230,0.018,13.2,1,-4.2,0,10,10,355,0,10,3.2,9,6.25,3.8,0,
2020-03-09 09:30:00,47.52378,-50.94402,26,0,0,1,1230,0.018,13.2,0,-4.1,0,12,12,358,0,10,4.2,11.5,8,6,0,
2020-03-09 10:30:00,47.54523,-50.94828,26,2,0,3,1230,0.018,13.3,1,-3.8,0,2,2,221,0,10,4.1,8.75,7.5,5,3,
2020-03-09 11:00:00,47.53077,-50.95062,26,3,0,1,1230,0.018,13.5,1,-3.5,0,5,5,60,0,10,2.8,6.5,5.25,3.9,0,
2020-03-09 11:30:00,47.53737,-50.94561,26,4,0,2,1230,0.018,13.6,1,-3.2,0,6,6,357,0,10,3.5,9.25,6.75,4.6,0,
2020-03-09 12:00:00,47.54937,-50.94459,42,5,0,1,1240,0.016,13.7,1,-2.5,335,2,4,11,1,10,3.8,9,6.25,4.3,1,
2020-03-09 12:30:00,47.5608,-50.94135,26,6,0,1,1230,0.018,13.9,1,-2.5,0,2,2,7,0,10,3.9,7.5,6.25,5.1,1,
2020-03-09 13:30:00,47.58321,-50.93439,26,8,0,3,1230,0.018,13.7,1,-2.2,0,1,1,18,0,10,2.8,7.75,5.75,3.4,0,
2020-03-09 14:00:00,47.59674,-50.92839,26,9,0,1,1230,0.018,13.7,1,-2.2,0,3,3,19,0,10,3,7,5.25,3.9,0,
2020-03-09 14:30:00,47.60958,-50.91873,26,10,0,1,1230,0.018,13.8,1,-2.4,0,0,0,24,0,10,3.2,7.75,6,3.9,0,
2020-03-09 15:00:00,47.62092,-50.90595,26,11,0,1,1230,0.018,13.8,1,-2.8,0,1,1,42,0,10,3.2,9,7,4.3,0,
2020-03-09 15:30:00,47.63256,-50.89113,26,12,0,2,1230,0.018,13.8,1,-3.1,0,1,1,28,0,10,2.8,7.75,5.75,4.1,0,
2020-03-09 16:00:00,47.64159,-50.87889,41,13,1,1,1240,0.018,13.8,1,-3.8,0,0,0,52,0,10,3.2,8.25,6.75,3.6,0,
2020-03-09 16:30:00,47.64903,-50.86074,26,14,0,2,1230,0.088,13.7,1,-3.4,0,2,2,237,0,10,2.8,8,5.75,3.5,0,
2020-03-09 17:00:00,47.63163,-50.87592,26,15,0,1,1230,0.092,14,1,-3.5,295,1,2,55,1,10,3.3,9,6.75,4.1,0,
2020-03-09 17:30:00,47.63688,-50.86167,26,16,0,1,1230,0.092,13.7,1,-3.3,240,1,1,46,1,10,3.5,9.25,6.5,4.8,0,
2020-03-09 18:00:00,47.64426,-50.84931,26,17,0,2,1230,0.09,14.1,1,-3.5,230,1,1,40,1,10,3.5,10,6.75,5,0,
2020-03-09 18:30:00,47.65245,-50.83941,26,18,0,1,1230,0.09,14,1,-3.8,250,1,1,43,1,10,3,8,6.25,4.1,0,
2020-03-09 19:00:00,47.65905,-50.82984,26,19,0,2,1230,0.092,14,1,-4.1,260,1,2,52,1,10,3,7.25,6,4,0,
2020-03-09 19:30:00,47.66415,-50.81997,26,20,0,1,1230,0.092,13.7,0,-4.4,235,0,1,29,1,10,3.5,9.25,6.75,4.4,6,
2020-03-09 20:00:00,47.67081,-50.81703,42,21,0,1,1240,0.09,14,1,-4.5,210,0,1,27,1,10,1.9,7,6.25,2.3,42,
2020-03-10 01:30:00,47.70114,-50.83317,38,32,0,3,1240,0.098,13.1,0,-4.7,105,1,2,22,1,10,0,0,0,0,0,
2020-03-10 08:00:00,47.73999,-50.76348,,45,0,3,1580,0.094,13.1,1,-4.8,270,2,3,164,1,10,0,0,0,0,0,
2020-03-10 09:30:00,47.6823,-50.77215,33,48,0,3,1230,0.094,13.1,0,-3.9,0,1,1,194,0,10,0,0,0,0,0,
2020-03-10 12:00:00,47.66403,-50.77932,84,53,0,3,1290,0.09,13.6,1,-2.5,0,1,1,238,0,10,0,0,0,0,0,
2020-03-10 12:30:00,47.65125,-50.78571,24,54,1,1,20,0.083,14,0,,,,,,,,,,,,,
2020-03-10 13:00:00,47.64222,-50.79723,40,55,0,1,40,0.018,14.1,0,,,,,,,,,,,,,
2020-03-10 13:30:00,47.63205,-50.80491,24,56,0,1,20,0.016,14.2,0,,,,,,,,,,,,,
2020-03-10 14:00:00,47.62311,-50.81109,41,57,0,1,40,0.018,14,0,,,,,,,,,,,,,
2020-03-10 14:30:00,47.61516,-50.81685,24,58,0,2,20,0.018,14.1,0,,,,,,,,,,,,,
2020-03-10 15:30:00,47.59692,-50.82828,24,0,0,3,20,0.018,13.7,0,,,,,,,,,,,,,
2020-03-10 16:00:00,47.58681,-50.8341,41,1,0,3,40,0.018,14.2,0,,,,,,,,,,,,,
2020-03-10 16:30:00,47.58924,-50.82867,24,2,1,2,1230,0.018,13.7,0,-3,0,2,2,225,0,10,0,0,0,0,0,
2020-03-10 17:00:00,47.57565,-50.83032,24,3,0,1,1230,0.09,13.7,0,-2.5,0,2,2,20,0,10,0,0,0,0,0,
2020-03-10 18:00:00,47.55828,-50.82687,24,5,0,3,1230,0.085,13.9,1,-2.3,0,2,2,26,0,10,0,0,0,0,0,
2020-03-10 18:30:00,47.5485,-50.82606,24,6,0,1,1230,0.088,13.8,1,-2.3,0,1,1,26,0,10,0,0,0,0,0,
2020-03-10 19:00:00,47.5392,-50.82678,64,7,0,1,1270,0.085,14.1,1,-2.5,0,1,1,23,0,10,0,0,0,0,0,
2020-03-10 19:30:00,47.53974,-50.82294,24,8,0,1,1230,0.088,13.9,1,-2.6,0,1,1,18,0,10,0,0,0,0,0,
2020-03-10 20:00:00,47.54058,-50.81985,24,9,0,1,1230,0.085,13.9,0,-2.9,0,1,1,40,0,10,0,0,0,0,0,
2020-03-10 20:30:00,47.5398,-50.81688,24,10,0,1,1230,0.09,13.6,0,-3.3,0,1,1,35,0,10,0,0,0,0,0,
2020-03-10 21:00:00,47.53617,-50.81481,24,11,0,1,1230,0.09,13.3,0,-3.8,0,1,1,68,0,10,0,0,0,0,0,
2020-03-10 21:30:00,47.53875,-50.81139,24,12,0,1,1230,0.09,13.2,0,-4.1,0,1,1,52,0,10,0,0,0,0,0,
2020-03-10 22:30:00,47.54178,-50.80542,28,14,0,3,1230,0.092,13.2,0,-4.9,0,1,1,44,0,10,0,0,0,0,0,
2020-03-10 23:00:00,47.54658,-50.80437,41,15,0,3,1240,0.092,13.1,0,-5.2,205,1,1,152,1,10,0,0,0,0,0,
2020-03-11 02:00:00,47.5728,-50.78313,24,21,0,3,1230,0.098,13.1,0,-5.8,150,1,1,72,1,10,0,0,0,0,0,
2020-03-11 02:30:00,47.58195,-50.77392,41,22,0,1,1240,0.098,13.1,0,-5.7,140,1,1,67,1,10,0,0,0,0,0,
2020-03-11 03:30:00,47.60151,-50.7603,24,24,0,3,1230,0.098,13.1,0,-5.5,135,1,1,55,1,10,0,0,0,0,0,
2020-03-11 06:30:00,47.6595,-50.72346,24,30,0,3,1230,0.098,13.1,0,-4.5,175,1,1,116,1,10,0,0,0,0,0,
2020-03-11 07:00:00,47.66313,-50.71959,24,31,0,1,1230,0.098,13.1,0,-4.4,260,1,1,240,1,10,0,0,0,0,0,
2020-03-11 07:30:00,47.66487,-50.727,24,32,0,1,1230,0.098,13.1,0,-4.2,195,1,2,147,1,10,0,0,0,0,0,
2020-03-11 08:00:00,47.66853,-50.72517,24,33,0,1,1230,0.098,13.1,0,-4.1,170,1,2,116,1,10,0,0,0,0,0,
2020-03-11 08:30:00,47.67351,-50.72343,24,34,0,1,1230,0.098,13.1,0,-3.9,165,1,2,109,1,10,0,0,0,0,0,
2020-03-11 09:00:00,47.67861,-50.72262,41,35,0,1,1240,0.098,13.1,0,-3.8,155,1,2,106,1,10,0,0,0,0,0,
2020-03-11 09:30:00,47.6829,-50.72136,24,36,0,1,1230,0.096,13.1,0,-3.5,150,2,2,105,1,10,0,0,0,0,0,
2020-03-11 10:00:00,47.68722,-50.72157,26,37,0,3,1230,0.098,13.1,0,-3.4,145,2,2,102,1,10,0,0,0,0,0,
2020-03-11 10:30:00,47.69271,-50.7222,64,38,0,1,1270,0.098,13.1,1,-3.3,150,2,2,106,1,10,0,0,0,0,0,
2020-03-11 11:00:00,47.6982,-50.72166,24,39,0,1,1230,0.094,13.1,0,-3.1,155,2,2,111,1,10,0,0,0,0,0,
2020-03-11 11:30:00,47.70486,-50.72163,24,40,0,1,1230,0.096,13.1,0,-3,210,1,2,197,1,10,0,0,0,0,0,
2020-03-11 12:00:00,47.70801,-50.73228,40,41,0,1,1240,0.098,13.1,1,-2.9,160,2,2,119,1,10,0,0,0,0,0,
2020-03-11 12:30:00,47.71542,-50.73057,24,42,0,2,1230,0.098,13.1,0,-2.8,160,2,2,107,1,10,0,0,0,0,0,
2020-03-11 13:00:00,47.72403,-50.72544,24,43,0,3,1230,0.098,13.2,0,-2.6,165,2,2,108,1,10,0,0,0,0,0,
2020-03-11 13:30:00,47.73315,-50.71917,24,44,0,1,1230,0.098,13.2,0,-2.5,175,2,3,112,1,10,0,0,0,0,0,
2020-03-11 14:00:00,47.74215,-50.71197,65,45,0,1,1270,0.098,13.2,1,-2.3,195,2,3,107,1,10,0,0,0,0,0,
2020-03-11 14:30:00,47.75058,-50.70456,24,46,0,1,1230,0.096,13.1,0,-2.3,190,2,2,109,1,10,0,0,0,0,0,
2020-03-11 15:00:00,47.75988,-50.69724,24,47,0,1,1230,0.096,13.2,0,-2.1,205,1,2,122,1,10,0,0,0,0,0,
2020-03-11 15:30:00,47.76885,-50.68968,24,48,0,2,1230,0.096,13.2,0,-2.1,230,1,2,126,1,10,0,0,0,0,0,
2020-03-11 16:00:00,47.77569,-50.6805,24,49,0,1,1230,0.096,13.2,0,-2.1,5,1,3,133,1,10,0,0,0,0,0,
2020-03-11 16:30:00,47.78022,-50.6706,34,50,0,1,1240,0.094,13.2,1,-2.1,265,1,1,141,1,10,0,0,0,4.7,0,
2020-03-11 17:00:00,47.7816,-50.6592,24,51,0,1,1230,0.094,13.2,1,-0.6,235,3,6,156,1,10,3.1,7.75,5.75,4.1,0,
2020-03-11 17:30:00,47.78022,-50.64873,24,52,0,1,1230,0.096,13.2,1,0,210,7,10,291,1,10,2.8,8,6,4,0,
2020-03-11 18:00:00,47.78442,-50.65161,24,53,0,3,1230,0.096,13.2,1,-0.1,225,7,10,192,1,10,2.5,7,5,3.7,0,
2020-03-11 18:30:00,47.7807,-50.64336,24,54,0,2,1230,0.094,13.3,1,-0.1,220,9,11,150,1,10,3.2,9.5,6.5,4.2,0,
2020-03-11 19:00:00,47.77356,-50.62065,24,55,0,1,1230,0.096,13.3,1,-0.2,220,8,11,145,1,10,2.5,7.5,6.75,3.7,0,
2020-03-11 19:30:00,47.76294,-50.59812,64,56,0,1,1270,0.094,13.2,1,-0.3,225,9,12,166,1,10,3.1,9.75,6.25,3.9,0,
2020-03-11 20:00:00,47.75187,-50.58147,24,57,0,1,1230,0.096,13.2,0,-0.5,235,8,10,151,1,10,2.5,8.25,5.5,3.9,0,
2020-03-11 20:30:00,47.73855,-50.56617,24,58,0,1,1230,0.098,13.1,0,-0.7,235,8,12,153,1,10,2.9,6.75,5.75,3.7,1,
2020-03-11 21:00:00,47.72514,-50.54826,24,59,0,1,1230,0.098,13.1,0,-0.8,235,7,9,158,1,10,3.2,9.5,6.5,4,0,
2020-03-11 21:30:00,47.71173,-50.53362,24,0,0,1,1230,0.096,13.1,0,-0.9,235,8,11,174,1,10,2.8,9,6,3.9,0,
2020-03-11 22:00:00,47.69751,-50.52225,40,1,0,1,1240,0.098,13.1,0,-0.9,230,7,9,156,1,10,2.8,9.5,6.5,4.1,0,
2020-03-11 22:30:00,47.68518,-50.50896,24,2,0,1,1230,0.098,13.1,0,-1.1,235,7,9,153,1,10,3.3,9.5,6.5,4.3,0,
2020-03-11 23:00:00,47.67348,-50.49534,24,3,0,1,1230,0.096,13.1,0,-1.1,235,6,8,145,1,10,2.6,8.5,6.75,4.4,0,
2020-03-11 23:30:00,47.66169,-50.48127,24,4,0,1,1230,0.098,13.1,0,-1.1,235,8,9,165,1,10,2.7,8.25,6,4,1,
2020-03-12 00:00:00,47.64924,-50.46921,24,5,0,1,1230,0.096,13.1,0,-1.1,255,7,10,177,1,10,2.6,8.25,6.75,3.1,0,
2020-03-12 00:30:00,47.63748,-50.46168,24,6,0,1,1230,0.096,13.1,0,-1.1,265,7,8,168,1,10,2.7,7,6.25,3.6,0,
2020-03-12 01:00:00,47.62476,-50.4552,24,7,0,1,1230,0.096,13.1,0,-1,270,6,7,175,1,10,2.7,6.75,5,4.4,0,
2020-03-12 01:30:00,47.61168,-50.45037,24,8,0,1,1230,0.096,13.1,0,-1,265,6,7,186,1,10,2.8,8,5.75,3.3,0,
2020-03-12 02:00:00,47.59728,-50.44695,40,9,0,1,1240,0.096,13.1,0,-1,270,6,9,203,1,10,2.6,9.25,6.25,3,0,
2020-03-12 02:30:00,47.58084,-50.4483,24,10,0,1,1230,0.098,13.1,0,-1.4,290,6,9,225,1,10,2.4,7.25,5,3.7,0,
2020-03-12 03:00:00,47.56455,-50.4516,24,11,0,1,1230,0.098,13.1,0,-1.8,285,9,12,224,1,10,2.6,7.25,5.25,3.8,3,
2020-03-12 03:30:00,47.54808,-50.45757,24,12,0,1,1230,0.096,13.1,0,-2.1,290,8,11,224,1,10,2.6,10,6.5,3.4,0,
2020-03-12 04:00:00,47.53287,-50.46555,24,13,0,1,1230,0.096,13.1,0,-2.5,300,11,13,233,1,10,2.2,6.5,5.25,3.9,0,
2020-03-12 04:30:00,47.51664,-50.47554,41,14,0,1,1240,0.096,13.1,1,-2.6,300,9,11,239,1,10,2.5,9,6.25,3,0,
2020-03-12 05:00:00,47.50098,-50.48442,24,15,0,2,1230,0.098,13.1,0,-2.9,295,9,11,249,1,10,2.3,7.25,5.5,3,0,
2020-03-12 05:30:00,47.48757,-50.49369,24,16,0,1,1230,0.098,13.1,0,-2.8,300,10,13,56,1,10,2.4,9,6,3.3,0,
2020-03-12 06:00:00,47.49654,-50.47578,24,17,0,2,1230,0.098,13.1,0,-2.6,300,11,14,63,1,10,2.3,7.5,5.5,3.1,0,
2020-03-12 06:30:00,47.50578,-50.45697,24,18,0,1,1230,0.098,13.1,0,-2.8,305,7,8,54,1,10,2.6,9.25,6.75,3.4,0,
2020-03-12 07:00:00,47.51421,-50.44101,24,19,0,1,1230,0.096,13.1,0,-2.6,305,8,10,62,1,10,2.7,12,7.5,3.3,0,
2020-03-12 07:30:00,47.52183,-50.42559,24,20,0,1,1230,0.098,13.1,0,-2.6,315,7,9,66,1,10,2.6,8.5,6.75,3.5,0,
2020-03-12 08:00:00,47.52663,-50.40468,40,21,0,1,1240,0.098,13.1,1,-2.4,315,7,9,64,1,10,3.2,8.75,6.25,3.9,0,
2020-03-12 08:30:00,47.53086,-50.38995,24,22,0,1,1230,0.098,13.1,0,-2.4,305,7,9,55,1,10,2.4,8,6.5,3,0,
2020-03-12 09:00:00,47.53584,-50.38065,24,23,0,1,1230,0.098,13.1,0,-2.3,290,5,7,188,1,10,1.9,8,5,2.9,0,
2020-03-12 09:30:00,47.52597,-50.38038,24,24,0,1,1230,0.096,13.1,0,-2.2,285,3,5,225,1,10,3,12,7.5,4.1,0,
2020-03-12 10:00:00,47.51835,-50.38242,24,25,0,1,1230,0.096,13.1,0,-2.2,305,4,5,214,1,10,2.7,8.25,6.25,4,0,
2020-03-12 10:30:00,47.51064,-50.38566,24,26,0,2,1230,0.098,13.1,1,-1.9,310,4,6,62,1,10,2.6,9.25,8.25,2.9,0,
2020-03-12 11:00:00,47.51139,-50.37999,40,27,0,1,1240,0.096,13.2,1,-1.4,310,3,6,59,1,10,2.8,9.5,7,4.1,0,
2020-03-12 11:30:00,47.51208,-50.37519,24,28,0,1,1230,0.096,13.3,1,-1.4,310,2,4,171,1,10,3,11.25,8.25,3.4,0,
2020-03-12 12:00:00,47.50749,-50.3727,24,29,0,1,1230,0.096,13.4,1,-0.6,295,2,3,87,1,10,2.8,9.5,7.75,3.5,0,
2020-03-12 12:30:00,47.50608,-50.36841,24,30,0,2,1230,0.094,13.5,1,-0.5,300,2,4,225,1,10,2.5,10.75,7.75,3.8,0,
2020-03-12 13:00:00,47.50359,-50.3676,24,31,0,1,1230,0.094,13.6,1,-0.7,315,2,3,246,1,10,3.2,9.75,7.75,4,0,
2020-03-12 13:30:00,47.50245,-50.36907,24,32,0,1,1230,0.092,13.7,2,-0.5,350,2,4,250,1,10,2.5,11.75,7.5,2.9,0,
2020-03-12 14:00:00,47.50008,-50.37012,40,33,0,1,1240,0.094,13.6,2,-0.4,330,2,4,81,1,10,2.9,10,6.75,3.6,0,
2020-03-12 14:30:00,47.50089,-50.36349,24,34,0,1,1230,0.092,13.7,2,-0.1,10,2,4,85,1,10,2.6,10.5,7.25,3.5,0,
2020-03-12 15:00:00,47.50041,-50.35719,24,35,0,1,1230,0.094,13.6,2,-0.7,25,3,5,106,1,10,2.6,9,7,3.6,0,
2020-03-12 15:30:00,47.5005,-50.34741,24,36,0,1,1230,0.094,13.5,2,-1.6,30,4,6,107,1,10,2.4,7.75,6.25,3.6,0,
2020-03-12 16:00:00,47.50044,-50.33766,24,37,0,1,1230,0.094,13.5,2,-2,30,4,6,101,1,10,2,10,7,2.7,0,
2020-03-12 16:30:00,47.49993,-50.32776,24,38,0,1,1230,0.092,13.4,1,-1.9,45,3,5,128,1,10,2.3,10.5,6.5,3.1,0,
2020-03-12 17:00:00,47.49816,-50.31834,24,39,0,1,1230,0.096,13.3,1,-2.1,70,4,5,143,1,10,2.2,8.25,6.5,3.2,0,
2020-03-12 17:30:00,47.49516,-50.31072,40,40,0,1,1240,0.094,13.5,1,-2,85,3,5,155,1,10,2.3,11,8,2.7,0,
2020-03-12 18:00:00,47.49186,-50.30403,24,41,1,1,1230,0.094,13.4,1,-1.8,50,2,4,137,1,10,2.5,10.25,7,3.2,0,
2020-03-12 18:30:00,47.48916,-50.29758,24,42,0,1,1230,0.016,13.5,1,-2.2,0,3,3,124,0,10,3.2,8.5,6.75,4.1,0,
2020-03-12 19:00:00,47.48634,-50.29056,24,43,0,1,1230,0.018,13.5,1,-2.3,0,7,7,132,0,10,2.1,9.5,6.5,3.2,0,
2020-03-12 19:30:00,47.4822,-50.2833,24,44,0,1,1230,0.018,13.4,1,-2.3,0,3,3,114,0,10,2.3,11,7,2.7,0,
2020-03-12 20:00:00,47.47884,-50.27727,40,45,0,1,1240,0.018,13.4,1,-2.3,0,4,4,108,0,10,2.1,9.75,6.75,2.7,0,
2020-03-12 20:30:00,47.4759,-50.27157,24,46,0,1,1230,0.018,13.3,1,-2.4,0,4,4,98,0,10,2,9.75,7,2.2,1,
2020-03-12 21:00:00,47.47278,-50.26683,24,47,0,1,1230,0.018,13.4,1,-2.3,0,2,2,109,0,10,2.5,9.5,7,3.7,0,
2020-03-12 21:30:00,47.4699,-50.26323,24,48,0,1,1230,0.018,13.3,1,-2.4,0,3,3,95,0,10,2.1,9,7.25,2.5,0,
2020-03-12 22:00:00,47.46879,-50.26011,24,49,0,2,1230,0.016,13.3,1,-2.3,0,3,3,55,0,10,2.4,11,7,3.5,0,
2020-03-12 22:30:00,47.46993,-50.2584,24,50,1,1,1530,0.018,13.3,1,-2.3,315,5,6,32,1,10,2.3,11,7.5,3,0,
2020-03-12 23:00:00,47.47182,-50.25753,24,51,0,1,1530,0.018,13.3,1,-2.3,295,5,6,258,1,10,2,10.25,7.75,2.5,0,
2020-03-12 23:30:00,47.46747,-50.25945,24,52,0,2,1530,0.018,13.3,1,-2.4,295,5,7,232,1,10,2.6,8.75,7.5,3.1,0,
2020-03-13 00:00:00,47.45478,-50.26344,40,53,0,1,1540,0.018,13.3,1,-2.3,0,6,6,233,0,10,2,8.5,5.75,3,0,
2020-03-13 00:30:00,47.44329,-50.26986,24,54,0,1,1530,0.018,13.3,1,-2.5,0,7,7,239,0,10,2.5,9,7,3.1,0,
2020-03-13 01:00:00,47.43228,-50.27934,24,55,0,1,1530,0.018,13.3,1,-2.4,0,9,9,81,0,10,2.5,8.25,7.5,3.7,0,
