time,lon,lat
20160920_221122,-54.2147,54.4983
20160920_221530,-54.2148,54.4989
20160920_221808,-54.2143,54.499
20160920_222237,-54.2139,54.4992
20160920_222550,-54.2136,54.4993
20160920_222950,-54.2132,54.4996
20160920_223258,-54.2131,54.4999
20160920_223809,-54.213,54.5003
20160920_224138,-54.2126,54.5007
20160920_224703,-54.2122,54.5011
20160920_225047,-54.2119,54.5014
20160920_225529,-54.2105,54.5012
20160920_225846,-54.2109,54.502
20160920_230335,-54.211,54.5026
20160920_230719,-54.2108,54.5029
20160920_231237,-54.2105,54.5032
20160920_231608,-54.2101,54.5036
20160920_232019,-54.2097,54.5041
20160920_232257,-54.2094,54.5045
20160920_232633,-54.2087,54.5049
20160920_232849,-54.2085,54.5052
20160920_233335,-54.2076,54.5062
20160920_233645,-54.2075,54.5062
20160920_234143,-54.2071,54.5064
20160920_234523,-54.2068,54.5067
20160920_234940,-54.2064,54.5072
20160920_235237,-54.206,54.5077
20160920_235650,-54.2054,54.5081
20160921_000030,-54.2051,54.5086
20160921_000518,-54.205,54.5097
20160921_000808,-54.2042,54.5097
20160921_001245,-54.2028,54.5096
20160921_001616,-54.2027,54.5103
20160921_002118,-54.2025,54.5111
20160921_002458,-54.202,54.5113
20160921_002956,-54.2018,54.512
20160921_003302,-54.2011,54.5123
20160921_003716,-54.2004,54.5128
20160921_004022,-54.1999,54.5131
20160921_004554,-54.1988,54.5135
20160921_004838,-54.1983,54.5137
20160921_005357,-54.1973,54.5142
20160921_005645,-54.1967,54.5144
20160921_010129,-54.1959,54.5146
20160921_010420,-54.1953,54.5148
20160921_010824,-54.1945,54.5152
20160921_011107,-54.1938,54.5156
20160921_011419,-54.1931,54.5159
20160921_011708,-54.1926,54.5162
20160921_012138,-54.1918,54.5166
20160921_012437,-54.191,54.5169
20160921_012909,-54.1893,54.5172
20160921_013208,-54.1889,54.5174
20160921_013722,-54.1881,54.5179
20160921_014046,-54.1874,54.5182
20160921_014558,-54.1863,54.5184
20160921_014927,-54.1855,54.5186
20160921_015247,-54.1847,54.5188
20160921_015533,-54.184,54.5189
20160921_020006,-54.1827,54.5191
20160921_020255,-54.182,54.5191
20160921_020731,-54.1807,54.5191
20160921_021017,-54.1799,54.5192
20160921_021441,-54.1786,54.5193
20160921_021742,-54.1778,54.5195
20160921_022158,-54.1766,54.5197
20160921_022443,-54.1758,54.5198
20160921_022849,-54.1745,54.5199
20160921_023218,-54.1738,54.52
20160921_023657,-54.1728,54.5201
20160921_024014,-54.172,54.5203
20160921_024435,-54.1709,54.5203
20160921_024742,-54.1701,54.5204
20160921_025247,-54.1691,54.5202
20160921_025620,-54.168,54.5201
20160921_030117,-54.1667,54.5196
20160921_030435,-54.1657,54.5196
20160921_031502,-54.1633,54.5189
20160921_031840,-54.1624,54.5187
20160921_032256,-54.1614,54.5184
20160921_032555,-54.1605,54.5185
20160921_032956,-54.1592,54.5185
20160921_033316,-54.1584,54.5186
20160921_033718,-54.1573,54.5187
20160921_034008,-54.1567,54.5187
20160921_034434,-54.1556,54.5186
20160921_034818,-54.1548,54.5185
20160921_035408,-54.1535,54.5181
20160921_035655,-54.1527,54.5179
20160921_040123,-54.1513,54.5177
20160921_040503,-54.1506,54.5177
20160921_040928,-54.1497,54.5176
20160921_041218,-54.149,54.5175
20160921_041656,-54.1481,54.5172
20160921_042034,-54.1472,54.5172
20160921_042518,-54.1461,54.5171
20160921_042900,-54.1451,54.517
20160921_043330,-54.1445,54.5167
20160921_043631,-54.1435,54.5166
20160921_044043,-54.1422,54.5163
20160921_044326,-54.1414,54.5159
20160921_044756,-54.1404,54.5154
20160921_045128,-54.1394,54.5151
20160921_045544,-54.1383,54.5147
20160921_045824,-54.1376,54.5145
20160921_050325,-54.1369,54.5139
20160921_050557,-54.1362,54.5136
20160921_051017,-54.1353,54.5128
20160921_051343,-54.1344,54.5127
20160921_051912,-54.133,54.5119
20160921_052226,-54.1324,54.5116
20160921_052727,-54.1313,54.5112
20160921_053054,-54.1305,54.5109
20160921_053528,-54.1295,54.5104
20160921_053841,-54.1288,54.5101
20160921_054441,-54.1279,54.509
20160921_054707,-54.1274,54.5087
20160921_055059,-54.1266,54.5084
20160921_055345,-54.1261,54.5082
20160921_055704,-54.1254,54.5078
20160921_055949,-54.1249,54.5076
20160921_060412,-54.1243,54.5069
20160921_060717,-54.1237,54.5065
20160921_061135,-54.1232,54.5057
20160921_061351,-54.1227,54.5053
20160921_061742,-54.1222,54.5046
20160921_062021,-54.1217,54.5044
20160921_062635,-54.1209,54.5031
20160921_062907,-54.1209,54.5029
20160921_063316,-54.1208,54.5024
20160921_063638,-54.1208,54.502
20160921_064107,-54.1208,54.5012
20160921_064401,-54.1209,54.5011
20160921_064827,-54.1213,54.5003
20160921_065116,-54.1208,54.5002
20160921_065528,-54.1206,54.4998
20160921_065853,-54.1204,54.4993
20160921_070407,-54.1207,54.4985
20160921_070652,-54.1208,54.4981
20160921_071101,-54.1211,54.4975
20160921_071320,-54.1213,54.4971
20160921_071912,-54.1211,54.4959
20160921_072243,-54.1215,54.4957
20160921_072735,-54.1219,54.4953
20160921_073016,-54.1224,54.4951
20160921_073439,-54.1233,54.4947
20160921_073700,-54.1235,54.4944
20160921_074100,-54.1239,54.4938
20160921_074336,-54.1242,54.4936
20160921_074740,-54.1247,54.4933
20160921_075019,-54.1252,54.493
20160921_075434,-54.1262,54.4924
20160921_075721,-54.1266,54.4923
20160921_080132,-54.1275,54.4918
20160921_080406,-54.1278,54.4916
20160921_080827,-54.1286,54.4914
20160921_081115,-54.1289,54.4912
20160921_081611,-54.1297,54.4908
20160921_081843,-54.1302,54.4906
20160921_082321,-54.1309,54.4902
20160921_082600,-54.1313,54.4901
20160921_083048,-54.1327,54.4897
20160921_083315,-54.1332,54.4897
20160921_083728,-54.1342,54.4895
20160921_084047,-54.1348,54.4893
20160921_084549,-54.1357,54.4888
20160921_084912,-54.1363,54.4886
20160921_085419,-54.1373,54.4882
20160921_085703,-54.1377,54.4881
20160921_090114,-54.1385,54.4878
20160921_090344,-54.1389,54.4878
20160921_091455,-54.1424,54.4873
20160921_091832,-54.1431,54.4872
20160921_092401,-54.1444,54.487
20160921_092640,-54.145,54.4871
20160921_093046,-54.1462,54.4873
20160921_093345,-54.1467,54.4872
20160921_093829,-54.1475,54.487
20160921_094107,-54.1481,54.4872
20160921_094525,-54.1492,54.4872
20160921_094832,-54.1498,54.4873
20160921_095359,-54.1511,54.4873
20160921_095734,-54.1516,54.4875
20160921_100250,-54.1528,54.4878
20160921_100538,-54.1534,54.488
20160921_100954,-54.1543,54.4882
20160921_101238,-54.1548,54.4884
20160921_101735,-54.156,54.4887
20160921_102053,-54.1564,54.4887
20160921_102559,-54.1573,54.4888
20160921_102911,-54.1578,54.4889
20160921_103403,-54.1585,54.4891
20160921_103721,-54.159,54.4893
20160921_104422,-54.1605,54.4899
20160921_104649,-54.1609,54.4899
20160921_105030,-54.1618,54.4902
20160921_105241,-54.1621,54.4903
20160921_105723,-54.1629,54.4907
20160921_110101,-54.1633,54.491
20160921_110540,-54.164,54.4914
20160921_110920,-54.1645,54.4919
20160921_111352,-54.165,54.4925
20160921_111631,-54.1655,54.4926
20160921_112026,-54.1665,54.4925
20160921_112248,-54.1667,54.4929
20160921_112824,-54.1678,54.493
20160921_113133,-54.1681,54.4935
20160921_113634,-54.1689,54.4939
20160921_113902,-54.1694,54.4941
20160921_114317,-54.1702,54.4946
20160921_114632,-54.1706,54.4947
20160921_115121,-54.1714,54.4949
20160921_115505,-54.1719,54.4953
20160921_120038,-54.1728,54.4957
20160921_120258,-54.173,54.4959
20160921_120613,-54.1734,54.4963
20160921_120854,-54.1737,54.4967
20160921_121347,-54.1739,54.4972
20160921_121729,-54.1743,54.4976
20160921_122236,-54.1748,54.498
20160921_122528,-54.1749,54.4984
20160921_123226,-54.1755,54.4991
20160921_123642,-54.1756,54.4997
20160921_124153,-54.1758,54.5002
20160921_124450,-54.1757,54.5006
20160921_125008,-54.1755,54.5012
20160921_125242,-54.1757,54.5015
20160921_125702,-54.1763,54.5021
20160921_130024,-54.1763,54.5023
20160921_130644,-54.1775,54.5028
20160921_130927,-54.177,54.5032
20160921_131354,-54.1767,54.5038
20160921_131635,-54.1766,54.5042
20160921_132137,-54.1768,54.5048
20160921_132433,-54.1766,54.5052
20160921_132919,-54.1766,54.5057
20160921_133154,-54.1763,54.5062
20160921_133558,-54.1764,54.5067
20160921_133928,-54.1761,54.5072
20160921_134455,-54.1757,54.5079
20160921_134749,-54.1754,54.5083
20160921_135218,-54.1751,54.5088
20160921_135551,-54.1747,54.5092
20160921_140151,-54.1744,54.5098
20160921_140535,-54.174,54.5104
20160921_141058,-54.1734,54.5111
20160921_141425,-54.173,54.5115
20160921_141905,-54.1726,54.512
20160921_142153,-54.1721,54.5124
20160921_142601,-54.1721,54.5132
20160921_142933,-54.1713,54.5137
20160921_143430,-54.1704,54.5142
20160921_143747,-54.1698,54.5146
20160921_144307,-54.169,54.5152
20160921_144557,-54.1685,54.5155
20160921_145033,-54.1676,54.5158
20160921_145239,-54.1673,54.516
20160921_145700,-54.1668,54.5165
20160921_150040,-54.1663,54.5169
20160921_150533,-54.1646,54.5173
20160921_150923,-54.1647,54.5179
20160921_153406,-54.1626,54.5189
20160921_155536,-54.1608,54.5178
20160921_161505,-54.1591,54.5169
20160921_172034,-54.1528,54.5171
20160921_173757,-54.1483,54.5196
20160921_175912,-54.1434,54.522
20160921_181730,-54.1394,54.5247
20160921_183911,-54.1349,54.5276
20160921_185700,-54.1314,54.53
20160921_191849,-54.1275,54.5325
20160921_193707,-54.1244,54.5349
20160921_200001,-54.1208,54.538
20160921_201754,-54.1182,54.5402
20160921_203943,-54.1151,54.5427
20160921_205756,-54.1126,54.5452
20160921_211944,-54.11,54.5479
20160921_213732,-54.1078,54.5504
20160921_220005,-54.1058,54.5534
20160921_221811,-54.1043,54.5562
20160921_224106,-54.1023,54.5595
20160921_230016,-54.1011,54.5625
20160922_000026,-54.105,54.5657
20160922_001805,-54.1028,54.5688
20160922_004108,-54.1003,54.5724
20160922_005932,-54.0981,54.5756
20160922_012233,-54.0957,54.5794
20160922_014047,-54.0925,54.5824
20160922_020303,-54.0886,54.5854
20160922_022216,-54.085,54.5888
20160922_024430,-54.0803,54.5921
20160922_030254,-54.076,54.595
20160922_032540,-54.0705,54.598
20160922_034459,-54.0655,54.6007
20160922_040722,-54.0596,54.6034
20160922_042516,-54.0543,54.6057
20160922_044819,-54.0473,54.6081
20160922_050624,-54.0417,54.6103
20160922_052823,-54.0351,54.6123
20160922_054626,-54.0292,54.6143
20160922_061125,-54.0222,54.6149
20160922_062137,-54.019,54.6156
20160922_063618,-54.0146,54.6163
20160922_064705,-54.0113,54.6171
20160922_070747,-54.0057,54.6183
20160922_072815,-54.0003,54.6204
20160922_074752,-53.9957,54.6217
20160922_075924,-53.9927,54.6224
20160922_081431,-53.989,54.6233
20160922_082606,-53.9859,54.6241
20160922_084552,-53.9815,54.6258
20160922_090533,-53.9767,54.6279
20160922_092526,-53.9721,54.6296
20160922_093646,-53.9692,54.6305
20160922_095110,-53.9657,54.6315
20160922_100209,-53.9632,54.6325
20160922_102242,-53.9587,54.6347
20160922_104225,-53.9541,54.6373
20160922_110053,-53.9496,54.6393
20160922_111305,-53.9459,54.6407
20160922_112912,-53.9412,54.6425
20160922_114119,-53.9375,54.644
20160922_120338,-53.9313,54.6459
20160922_121604,-53.9269,54.6475
20160922_123312,-53.9214,54.6493
20160922_124502,-53.9174,54.6507
20160922_125957,-53.9122,54.6522
20160922_131131,-53.9079,54.6537
20160922_132721,-53.9024,54.6555
20160922_133958,-53.8976,54.657
20160922_135638,-53.891,54.6587
20160922_140828,-53.8861,54.6599
20160922_142050,-53.8809,54.6605
20160922_142659,-53.8783,54.6613
20160922_143638,-53.8739,54.6623
20160922_144255,-53.8708,54.6629
20160922_145304,-53.867,54.6635
20160922_145955,-53.863,54.664
20160922_151012,-53.8571,54.6642
20160922_151701,-53.8541,54.6648
20160922_152810,-53.8483,54.6651
20160922_153524,-53.8452,54.6656
20160922_154559,-53.8404,54.6661
20160922_155326,-53.8368,54.6665
20160922_160430,-53.8312,54.6671
20160922_161142,-53.8278,54.6674
20160922_162200,-53.8228,54.6677
20160922_162918,-53.819,54.668
20160922_164104,-53.8128,54.6679
20160922_164905,-53.8089,54.6683
20160922_170008,-53.8034,54.6689
20160922_170826,-53.7994,54.6693
20160922_171946,-53.7929,54.6698
20160922_172741,-53.7894,54.6701
20160922_174016,-53.783,54.6702
20160922_174852,-53.7783,54.6705
20160922_180542,-53.7691,54.6701
20160922_181350,-53.7648,54.6703
20160922_182550,-53.7583,54.6703
20160922_183416,-53.7538,54.6706
20160922_184654,-53.747,54.6704
20160922_185601,-53.742,54.6706
20160922_191517,-53.7317,54.67
20160922_192413,-53.7269,54.6698
20160922_193701,-53.7198,54.6692
20160922_194554,-53.7157,54.6696
20160922_195902,-53.7091,54.6695
20160922_200855,-53.704,54.6696
20160922_202225,-53.6972,54.6696
20160922_203238,-53.6922,54.6698
20160922_204724,-53.6852,54.6706
20160922_205741,-53.6803,54.6707
20160922_210953,-53.6741,54.6707
20160922_211827,-53.6697,54.6712
20160922_213150,-53.6628,54.6717
20160922_214239,-53.6577,54.6723
20160922_215639,-53.6511,54.6729
20160922_220549,-53.6469,54.6736
20160922_222054,-53.6402,54.6743
20160922_223249,-53.6355,54.6755
20160922_224945,-53.6286,54.6769
20160922_230231,-53.6238,54.6782
20160922_231859,-53.6162,54.6797
20160922_233140,-53.6104,54.6817
20160922_234456,-53.6081,54.6823
20160922_235157,-53.6053,54.683
20160923_001226,-53.5971,54.6841
20160923_002814,-53.5925,54.6862
20160923_004834,-53.5863,54.6884
20160923_010602,-53.5816,54.6906
20160923_012523,-53.576,54.6929
20160923_014159,-53.571,54.6949
20160923_020234,-53.5646,54.6972
20160923_022022,-53.5598,54.6995
20160923_024023,-53.5536,54.7018
20160923_025629,-53.5489,54.7036
20160923_031736,-53.5421,54.7058
20160923_033601,-53.5361,54.708
20160923_035837,-53.529,54.7103
20160923_041809,-53.523,54.7123
20160923_044123,-53.5158,54.7143
20160923_050219,-53.509,54.7161
20160923_052947,-53.5001,54.7185
20160923_055619,-53.4915,54.7208
20160923_063635,-53.4794,54.7232
20160923_070245,-53.4709,54.7257
20160923_074222,-53.4592,54.729
20160923_082400,-53.4475,54.7325
20160923_090050,-53.4378,54.7362
20160923_093012,-53.4305,54.7397
20160923_100215,-53.4216,54.7433
20160923_103013,-53.416,54.7479
20160923_111538,-53.4071,54.7554
20160923_120547,-53.3972,54.7637
20160923_131042,-53.384,54.7726
20160923_140610,-53.3729,54.7815
20160923_150814,-53.359,54.7901
20160923_160908,-53.3443,54.7985
20160923_171250,-53.3273,54.8044
20160923_181122,-53.3104,54.8081
20160923_193409,-53.29,54.8115
20160923_205412,-53.2722,54.816
20160923_221916,-53.2575,54.8221
20160923_234442,-53.2456,54.8299
20160924_010302,-53.2354,54.8341
20160924_015340,-53.2319,54.8376
20160924_031509,-53.2232,54.8421
20160924_043729,-53.2149,54.8502
20160924_053039,-53.2108,54.8532
20160924_060112,-53.2103,54.8543
20160924_071920,-53.2011,54.8573
20160924_084700,-53.1922,54.8641
20160924_101810,-53.1838,54.8722
20160924_114530,-53.1765,54.8812
20160924_132919,-53.1687,54.8885
20160924_150139,-53.1638,54.8997
20160924_163329,-53.1578,54.9094
20160924_180121,-53.1512,54.9193
20160924_193720,-53.1392,54.9268
20160924_210211,-53.1229,54.9354
20160924_223220,-53.0989,54.9432
20160924_235812,-53.071,54.9505
20160925_014949,-53.0285,54.9569
20160925_032551,-52.9855,54.9649
20160925_050102,-52.9429,54.9728
20160925_063241,-52.9018,54.9804
20160925_082703,-52.8457,54.9893
20160925_095607,-52.7953,54.9978
20160925_113026,-52.742,55.0069
20160925_130150,-52.6903,55.0156
20160925_145322,-52.6427,55.0274
20160925_162440,-52.6031,55.0409
20160925_175447,-52.564,55.0543
20160925_192050,-52.5267,55.067
20160925_210707,-52.4871,55.0809
20160925_223633,-52.4538,55.0954
20160926_000006,-52.4242,55.1095
20160926_011716,-52.3977,55.1231
20160926_025243,-52.3722,55.1388
20160926_041940,-52.3452,55.1548
20160926_055109,-52.3231,55.1721
20160926_072032,-52.3017,55.1892
20160926_085933,-52.279,55.2063
20160926_102747,-52.2572,55.2232
20160926_115615,-52.2361,55.2393
20160926_131810,-52.2165,55.2542
20160926_151141,-52.2086,55.2719
20160926_164122,-52.2063,55.2909
20160926_181534,-52.2047,55.3113
20160926_194511,-52.2031,55.3311
20160926_212400,-52.2006,55.3394
20160926_221710,-52.1997,55.34
20160926_224433,-52.1992,55.3403
20160926_230539,-52.1989,55.3405
20160926_232412,-52.1986,55.3408
20160926_234249,-52.1982,55.341
20160927_000029,-52.1979,55.3412
20160927_012515,-52.1991,55.354
20160927_025235,-52.1993,55.3743
20160927_042153,-52.1995,55.395
20160927_054738,-52.1997,55.4149
20160927_062633,-52.1998,55.4239
20160927_063007,-52.1998,55.4247
20160927_073525,-52.202,55.438
20160927_090258,-52.2051,55.4588
20160927_103407,-52.2062,55.4779
20160927_120215,-52.2063,55.4971
20160927_134021,-52.2084,55.5181
20160927_150637,-52.2107,55.539
20160927_163805,-52.2147,55.5606
20160927_180431,-52.2198,55.5815
20160927_195000,-52.2256,55.6036
20160927_211752,-52.2299,55.624
20160927_225040,-52.2321,55.6449
20160928_002000,-52.2333,55.6643
20160928_020444,-52.2389,55.6862
20160928_033315,-52.2432,55.7069
20160928_050413,-52.2477,55.7283
20160928_063057,-52.2519,55.7486
20160928_081532,-52.258,55.7702
20160928_094713,-52.2636,55.7908
20160928_112115,-52.268,55.8108
20160928_124959,-52.2706,55.8291
20160928_143421,-52.2733,55.8494
20160928_160310,-52.2763,55.8685
20160928_173528,-52.2794,55.8882
20160928_190440,-52.2824,55.9073
20160928_204738,-52.2832,55.9266
20160928_221724,-52.2844,55.9445
20160928_234248,-52.283,55.9607
20160929_005800,-52.2803,55.9748
20160929_024023,-52.2767,55.9924
20160929_040850,-52.2717,56.0101
20160929_053846,-52.271,56.0288
20160929_070319,-52.2707,56.047
20160929_084546,-52.2699,56.0663
20160929_101613,-52.2698,56.085
20160929_114254,-52.2685,56.102
20160929_125856,-52.2664,56.1168
20160929_143724,-52.2634,56.1346
20160929_160751,-52.2614,56.1529
20160929_173838,-52.2606,56.1717
20160929_190153,-52.2602,56.1902
20160929_204012,-52.2587,56.2095
20160929_220954,-52.257,56.2281
20160929_233909,-52.2537,56.2454
20160930_010137,-52.248,56.2607
20160930_023949,-52.2417,56.2775
20160930_041022,-52.2364,56.2949
20160930_053959,-52.2341,56.3129
20160930_070413,-52.2332,56.331
20160930_084557,-52.2322,56.3498
20160930_101551,-52.2302,56.369
20160930_114237,-52.2281,56.3867
20160930_130051,-52.2237,56.4018
20160930_144000,-52.2203,56.419
20160930_161012,-52.2176,56.4365
20160930_174056,-52.2173,56.4553
20160930_190345,-52.2193,56.4731
20160930_204323,-52.2205,56.4922
20160930_221533,-52.2224,56.5118
20160930_234401,-52.221,56.5301
20161001_005938,-52.2177,56.546
20161001_023410,-52.213,56.5636
20161001_040357,-52.207,56.5826
20161001_053743,-52.2037,56.6027
20161001_070635,-52.2023,56.6226
20161001_084821,-52.2012,56.644
20161001_101657,-52.2015,56.6636
20161001_114240,-52.1996,56.6814
20161001_130107,-52.1966,56.6967
20161001_144625,-52.1923,56.7126
20161001_161417,-52.1917,56.7293
20161001_174209,-52.1971,56.7457
20161001_190242,-52.2066,56.7608
20161001_205339,-52.215,56.7766
20161001_222116,-52.2176,56.7917
20161001_235003,-52.2062,56.8021
20161002_011548,-52.1867,56.8093
20161002_015520,-52.1777,56.8126
20161002_020030,-52.1765,56.813
20161002_030654,-52.1653,56.8035
20161002_043348,-52.1497,56.7897
20161002_060723,-52.1632,56.7808
20161002_073727,-52.1894,56.774
20161002_093753,-52.204,56.7821
20161002_110630,-52.2065,56.7991
20161002_123802,-52.2065,56.8101
20161002_140552,-52.2047,56.817
20161002_162700,-52.1965,56.8123
20161002_173941,-52.1965,56.8109
20161002_181037,-52.1965,56.8104
20161002_184444,-52.1964,56.8097
20161002_191231,-52.1964,56.8092
20161002_193200,-52.1964,56.8089
20161002_200518,-52.1964,56.8082
20161002_202300,-52.1963,56.8079
20161002_205511,-52.1963,56.8073
20161002_222816,-52.2101,56.7958
20161002_235811,-52.2315,56.7836
20161003_012918,-52.2499,56.77
20161003_025813,-52.2661,56.7553
20161003_043951,-52.2846,56.7412
20161003_060754,-52.3049,56.7295
20161003_073947,-52.326,56.7172
20161003_090837,-52.3464,56.7054
20161003_104918,-52.3676,56.6933
20161003_121820,-52.3893,56.6827
20161003_134945,-52.4089,56.6708
20161003_151618,-52.4261,56.6595
20161003_170221,-52.447,56.647
20161003_183228,-52.4668,56.6364
20161003_200433,-52.487,56.6257
20161003_213318,-52.5065,56.6153
20161003_232117,-52.5257,56.6019
20161004_005045,-52.5425,56.5898
20161004_022358,-52.56,56.5771
20161004_035242,-52.5766,56.5651
20161004_053513,-52.5954,56.5554
20161004_070240,-52.6099,56.551
20161004_075743,-52.619,56.5483
20161004_082444,-52.6234,56.547
20161004_092609,-52.6233,56.5411
20161004_095254,-52.62,56.5386
20161004_102659,-52.6158,56.5354
20161004_110019,-52.6117,56.5323
20161004_123943,-52.5832,56.5302
20161004_140843,-52.5514,56.5352
20161004_153958,-52.5232,56.5433
20161004_170824,-52.4975,56.5529
20161004_184611,-52.4768,56.5644
20161004_201518,-52.4613,56.5785
20161004_215035,-52.4471,56.5944
20161004_232109,-52.4353,56.6101
20161005_010009,-52.4205,56.6248
20161005_022946,-52.406,56.6398
20161005_040031,-52.3907,56.6546
20161005_052858,-52.3751,56.6689
20161005_071014,-52.3619,56.6834
20161005_083850,-52.3517,56.6985
20161005_101223,-52.3423,56.7143
20161005_114033,-52.3331,56.7297
20161005_131831,-52.3203,56.7433
20161005_144545,-52.3053,56.7564
20161005_161723,-52.2878,56.7685
20161005_174503,-52.2695,56.7793
20161005_193517,-52.2565,56.789
20161005_210540,-52.2516,56.8001
20161005_221800,-52.2477,56.8089
20161005_231205,-52.2447,56.8155
20161006_002347,-52.238,56.8133
20161006_004834,-52.2367,56.8119
20161006_013818,-52.2341,56.8093
20161006_021136,-52.2324,56.8075
20161006_033019,-52.2285,56.7924
20161006_045726,-52.2298,56.7735
20161006_062712,-52.2296,56.7544
20161006_075505,-52.23,56.736
20161006_093653,-52.233,56.7173
20161006_110813,-52.2396,56.7011
20161006_124407,-52.2455,56.6839
20161006_141443,-52.2509,56.6673
20161006_155816,-52.256,56.6491
20161006_172656,-52.2635,56.6321
20161006_185731,-52.2719,56.6157
20161006_202256,-52.2804,56.6007
20161006_220529,-52.295,56.5867
20161006_233401,-52.3125,56.5751
20161007_010604,-52.3293,56.5629
20161007_023218,-52.3446,56.5507
20161007_041804,-52.3568,56.5367
20161007_054830,-52.3693,56.5234
20161007_072152,-52.3822,56.5085
20161007_085218,-52.3949,56.4934
20161007_103433,-52.4121,56.4767
20161007_120305,-52.431,56.4618
20161007_133640,-52.4532,56.4482
20161007_150709,-52.4765,56.436
20161007_161820,-52.4852,56.4283
20161007_164427,-52.4843,56.4278
20161007_171826,-52.4832,56.4272
20161007_175125,-52.482,56.4267
20161007_192841,-52.4861,56.4322
20161007_205944,-52.4945,56.4444
20161007_223155,-52.5033,56.4564
20161007_235957,-52.512,56.4681
20161008_014524,-52.5174,56.4795
20161008_031339,-52.5229,56.4902
20161008_044208,-52.528,56.4997
20161008_060949,-52.5334,56.5087
20161008_074709,-52.5407,56.5173
20161008_091656,-52.5513,56.526
20161008_105039,-52.5652,56.5336
20161008_122101,-52.5821,56.5408
20161008_140549,-52.5745,56.5509
20161008_153347,-52.5501,56.5608
20161008_170501,-52.5269,56.5705
20161008_183439,-52.5043,56.5797
20161008_201644,-52.4874,56.5898
20161008_214737,-52.4715,56.6007
20161008_232148,-52.4586,56.6133
20161009_005342,-52.4437,56.6254
20161009_023933,-52.4273,56.6386
20161009_040748,-52.4111,56.6513
20161009_053917,-52.3943,56.6644
20161009_070804,-52.378,56.6772
20161009_084901,-52.3584,56.6914
20161009_101937,-52.3412,56.7047
20161009_115309,-52.3235,56.7184
20161009_132510,-52.3061,56.732
20161009_150626,-52.2893,56.7464
20161009_163306,-52.273,56.7602
20161009_180429,-52.2555,56.7741
20161009_193259,-52.2384,56.7878
20161009_211554,-52.2263,56.7993
20161009_224740,-52.2228,56.8088
20161009_235842,-52.2157,56.8107
20161010_002500,-52.2125,56.8092
20161010_011419,-52.2066,56.8064
20161010_014634,-52.2027,56.8045
20161010_030741,-52.2118,56.7948
20161010_043604,-52.2317,56.7819
20161010_060515,-52.2507,56.7689
20161010_073431,-52.2693,56.7558
20161010_091258,-52.2875,56.743
20161010_104353,-52.3063,56.7308
20161010_121538,-52.3261,56.7192
20161010_134556,-52.3468,56.7077
20161010_152612,-52.369,56.6948
20161010_165558,-52.394,56.6826
20161010_182906,-52.4202,56.6697
20161010_195943,-52.4463,56.6566
20161010_214145,-52.471,56.6437
20161010_231231,-52.4943,56.6306
20161011_004633,-52.5182,56.6176
20161011_021619,-52.5417,56.605
20161011_035655,-52.5673,56.5925
20161011_052247,-52.5929,56.5817
20161011_065502,-52.6164,56.573
20161011_082551,-52.6371,56.5661
20161011_093326,-52.6485,56.564
20161011_095910,-52.6492,56.5645
20161011_104824,-52.6505,56.5655
20161011_110602,-52.651,56.5659
20161011_115456,-52.6499,56.5673
20161011_121205,-52.647,56.5679
20161011_132543,-52.6335,56.5748
20161011_145438,-52.6121,56.5848
20161011_162625,-52.5911,56.5945
20161011_175554,-52.5703,56.6042
20161011_193341,-52.5489,56.6127
20161011_210305,-52.5286,56.6218
20161011_223543,-52.5078,56.6311
20161012_000510,-52.4873,56.6401
20161012_014637,-52.4677,56.6497
20161012_031720,-52.4498,56.6601
20161012_045045,-52.4334,56.6709
20161012_062209,-52.418,56.682
20161012_080020,-52.4011,56.6923
20161012_093215,-52.3833,56.7032
20161012_110404,-52.3639,56.7145
20161012_123358,-52.3435,56.7265
20161012_141359,-52.3245,56.7392
20161012_154017,-52.3067,56.7517
20161012_171529,-52.2891,56.7656
20161012_184825,-52.2734,56.7793
20161012_202936,-52.2552,56.7922
20161012_215718,-52.2383,56.8048
20161012_225605,-52.2312,56.8113
20161012_233253,-52.2305,56.8139
20161013_000740,-52.2319,56.8146
20161013_003249,-52.2337,56.8143
20161013_012148,-52.2374,56.8138
20161013_015452,-52.2398,56.8135
20161013_030257,-52.2528,56.8063
20161013_043349,-52.2737,56.7939
20161013_060508,-52.2951,56.7816
20161013_073501,-52.317,56.769
20161013_091817,-52.3386,56.7561
20161013_105107,-52.3595,56.7417
20161013_122422,-52.3786,56.7277
20161013_135525,-52.3987,56.7137
20161013_153820,-52.4202,56.701
20161013_170643,-52.4436,56.688
20161013_183746,-52.4687,56.6743
20161013_200639,-52.4935,56.6606
20161013_214915,-52.5156,56.647
20161013_231754,-52.5375,56.6318
20161014_004814,-52.5586,56.6171
20161014_021706,-52.5796,56.6026
20161014_035530,-52.6014,56.5902
20161014_052052,-52.6246,56.5815
20161014_062747,-52.6428,56.5747
20161014_071248,-52.655,56.5702
20161014_075032,-52.6615,56.5684
20161014_081645,-52.663,56.5683
20161014_090610,-52.6658,56.568
20161014_093903,-52.6677,56.5679
20161014_104400,-52.6532,56.5721
20161014_121133,-52.6289,56.5786
20161014_134401,-52.6067,56.5879
20161014_151403,-52.5875,56.5986
20161014_165211,-52.5689,56.6089
20161014_182247,-52.5512,56.6191
20161014_195601,-52.5326,56.629
20161014_212631,-52.5147,56.6382
